ID;Coordenacao;Associacao;Municipio;Interessado;Valor;Objeto;Modalidade;Status;Observacoes;Numero Emenda;SGPE;Data da publicacao;Data do PGTO/Troca;Observacoes da publicacao;Forma de transferencia
276;OESTE;AMAI;BOM JESUS;JOAO DA GARAGEM;R$ 100.000,00;CUSTEIO SAÚDE - Insumos para atividades dos postos de saúde do município;IMPOSITIVA 25;AGUARDANDO PORTARIA;;;;;;;
275;LITORAL NORTE;GRANFPOLIS;BIGUAÇU;JOHN KENNEDY;R$ 250.000,00;Implantação de um sistema de câmeras de segurança no Município;IMPOSITIVA 25;AGUARDANDO PORTARIA;;;;;;;
274;AMREC;AMREC;BALNEÁRIO RINCÃO;VIDAL;R$ 100.000,00;Recursos para Rede Feminina de Combate ao Câncer de Balneário Rincão, destinados à construção da sede própria da entidade;IMPOSITIVA 25;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
273;AMESC;AMESC;BALNEÁRIO GAIVOTA;NICA;R$ 140.000,00;Pavimentação asfáltica da Rua José delaudino dos Santos;IMPOSITIVA 25;AGUARDANDO PORTARIA;;;;;;;
272;MEIO-OESTE;AMARP;ARROIO TRINTA;ADILSON ANSILIERO;R$ 300.000,00;Aquisição de um veículo para uso da Secretaria Municipal de Esportes, utilizado para o transporte de atletas e equipes esportivas;IMPOSITIVA 25;AGUARDANDO PORTARIA;;;;;;;
271;AMUREL;AMUREL;ARMAZÉM;ZACA;R$ 150.000,00;COMPRA VEÍCULO SPIN PARA APAE - Adquirir um veículo com capacidade para sete (07) pessoas;IMPOSITIVA 25;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
270;AMUREL;AMUREL;ARMAZÉM;REGIS;R$ 280.000,00;Recurso para repavimentação de trecho da Rua Adolfo Steiner;IMPOSITIVA 25;AGUARDANDO PORTARIA;;;;;;;
269;AMESC;AMESC;ARARANGUÁ;DOUGLAS MICHELS;R$ 370.000,00;TROCAR - Recurso para pavimentação da Rodovia Municipal ARA - 204, na comunidade de Sanga do Marco;IMPOSITIVA 25;AGUARDANDO PORTARIA;;;;;;;
268;LITORAL NORTE;GRANFPOLIS;ANTÔNIO CARLOS;PIO;R$ 360.000,00;Pavimentação e Infraestrutura da Rua Alvina Martendal Richartz;IMPOSITIVA 25;AGUARDANDO PORTARIA;;;;;;;
267;ALTO VALE;AMAVI;AGRONÔMICA;NEI RODRIGUES;R$ 100.000,00;Recurso para melhorias viárias e iluminação pública na Rua 7 de Setembro e imediações do Centro de Eventos;IMPOSITIVA 25;AGUARDANDO PORTARIA;;;;;;;
266;MEIO-OESTE;AMPLASC;ABDON BATISTA;CASCALHO;R$ 150.000,00;Incentivo para ações agrícolas, infraestrutura rural e aquisição de equipamentos, visando desenvolvimento;IMPOSITIVA 25;AGUARDANDO PORTARIA;;;;;;;
265;MEIO-OESTE;AMPLASC;ZORTÉA;ÉLIO;R$ 150.000,00;MELHORIAS NA INFRAESTRUTURA DA ESCOLA MUNICIPAL HORIZONTE NÚCLEO I;TEV 25 20mi GOV;PUBLICADO;;;;;;;
264;ALTO VALE;AMAVI;WITMARSUM;PAULI;R$ 100.000,00;RECUPERAÇÃO DAS ESTRADAS VICINAIS NO RIBEIRÃO MARRECO;TEV 25 20mi GOV;PUBLICADO;;;;;;;
263;ALTO VALE;AMAVI;VIDAL RAMOS;MARLON SOUZA;R$ 150.000,00;AQUISIÇÃO DE UM VEÍCULO PARA O ABRIGO ALBERTINA BERKENBROCK;TEV 25 20mi GOV;PUBLICADO;;;;;;;
262;AMREC;AMREC;URUSSANGA;ZÉ BIS;R$ 250.000,00;PAVIMENTAÇÃO DA RUA DAVID SPRICIGO, RUA GIOVANI SALVADOR E DA CICLOVIA DO POLIESPORTIVO MUNICIPAL;TEV 25 20mi GOV;PUBLICADO;;;;;;;
261;SERRA;AMURES;URUPEMA;CRISTIANE;R$ 250.000,00;CONSTRUÇÃO DE PARQUE INFANTIL NA PRAÇA CENTRAL;TEV 25 20mi GOV;PUBLICADO;;;;;;;
260;SERRA;AMURES;URUBICI;JOSI MENEGAZ;R$ 300.000,00;PAVIMENTAÇÃO DA RUA JUCELINO KUBITSCHEK;TEV 25 20mi GOV;PUBLICADO;;;;;;;
259;AMUREL;AMUREL;TUBARÃO;VEREADORES;R$ 1.500.000,00;PAVIMENTAÇÃO;TEV 25 20mi GOV;PUBLICADO;;;;;;;
258;AMUREL;AMUREL;TREZE DE MAIO;MICAEL RALDI;R$ 100.000,00;INVESTIMENTO EM EQUIPAMENTO TURÍSTICO / ESPORTIVO;TEV 25 20mi GOV;PUBLICADO;;;;;;;
257;AMREC;AMREC;TREVISO;LU POSSOLI;R$ 300.000,00;REFORMA E AMPLIAÇÃO DA UNIDADE DE SAÚDE DILNEI ZELINDO SÔNEGO;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
256;AMESC;AMESC;TIMBÉ DO SUL;SCHANA;R$ 350.000,00;AQUISIÇÃO DE VEÍCULO UTILITÁRIO PARA SECRETARIA DE EDUCAÇÃO;TEV 25 20mi GOV;PUBLICADO;;;;;;;
255;LITORAL NORTE;GRANFPOLIS;SÃO PEDRO DE ALCÂNTARA;SEC RAFAEL;R$ 130.000,00;AMPLIAÇÃO DE VAGAS DE ESTACIONAMENTO DE POSTOS DE SAÚDE;TEV 25 20mi GOV;PUBLICADO;;;;;;;
254;LITORAL NORTE;GRANFPOLIS;SÃO JOSÉ;GILMARA;R$ 1.000.000,00;PAVIMENTAÇÃO EM PAVER E MANUTENÇÃO DA VIA MUNICIPAL RUA LEONEL FELISBINO DA SILVA;TEV 25 20mi GOV;PUBLICADO;;;;;;;
253;OESTE;AMAI;SÃO DOMINGOS;BATATA;R$ 120.000,00;REFORMA DO PAVILHÃO DO CENTRO COMUNITÁRIO DO BAIRRO ESPERANÇA;TEV 25 20mi GOV;PUBLICADO;;;;;;;
252;OESTE;AMAI;SÃO DOMINGOS;GUSTAVO VALGOI;R$ 100.000,00;REFORMA NA ESCOLA INFANTIL MUNICIPAL PINGO DE GENTE E ESCOLA INFANTIL MUNICIPAL BRANCA DE NEVE;TEV 25 20mi GOV;PUBLICADO;;;;;;;
251;LITORAL NORTE;GRANFPOLIS;SÃO BONIFÁCIO;GRAZI VANROO;R$ 100.000,00;AQUISIÇÃO DE PARQUINHOS;TEV 25 20mi GOV;PUBLICADO;;;;;;;
250;LITORAL NORTE;GRANFPOLIS;SÃO BONIFÁCIO;GRAZI VANROO;R$ 100.000,00;CONSTRUÇÃO DE SALAS PARA SECRETARIA DE ASSISTÊNCIA SOCIAL;TEV 25 20mi GOV;PUBLICADO;;;;;;;
249;AMUREL;AMUREL;SANGÃO;CASTILHO;R$ 500.000,00;PAVIMENTAÇÃO NAS RUAS ZENIR SCREMIN, ROSINEI IDO PACHECO, LAURITA, ALEXANDRINA LUIZ, MAICON FRANCISCO MARTINS, ANTONIO ALMEIDA E BERTOLDO SANTANA NO BAIRRO MORRO GRANDE;TEV 25 20mi GOV;PUBLICADO;;;;;;;
248;MEIO-OESTE;AMARP;SALTO VELOSO;TAINARA;R$ 100.000,00;CONSTRUÇÃO DE TOLDO METÁLICO E COBERTURA EM POLICARBONATO NA ENTRADA DA UNIDADE BÁSICA DE SAÚDE;TEV 25 20mi GOV;PUBLICADO;;;;;;;
247;SERRA;AMURES;RIO RUFINO;ADEMAR;R$ 200.000,00;MANUTENÇÃO DAS AÇÕES DA ASSISTÊNCIA SOCIAL;TEV 25 20mi GOV;PUBLICADO;;;;;;;
246;AMUREL;AMUREL;RIO FORTUNA;ITAMAR FELDHAUS;R$ 200.000,00;AQUISIÇÃO DE BALANÇAS PARA PESAR CAMINHÕES;TEV 25 20mi GOV;PUBLICADO;;;;;;;
245;AMUREL;AMUREL;RIO FORTUNA;HELOISA HEIDEMANN;R$ 200.000,00;OBRAS DE ACESSIBILIDADE EM PONTE;TEV 25 20mi GOV;SOLICITADO TROCA;;;;;;;
244;ALTO VALE;AMAVI;PRESIDENTE NEREU;LEO BENTO;R$ 100.000,00;AQUISIÇÃO DE VEÍCULO UTILITÁRIO PARA FOMENTO DA AGRICULTURA;TEV 25 20mi GOV;PRONTO;;;;;;;
243;ALTO VALE;AMAVI;PRESIDENTE GETÚLIO;LALAS;R$ 150.000,00;DRENAGEM PLUVIAL, PAVIMENTAÇÃO E SINALIZAÇÃO DAS RUAS ISABEL WILHELM E EDGAR WILHELM;TEV 25 20mi GOV;PUBLICADO;;;;;;;
242;AMESC;AMESC;PRAIA GRANDE;TIAGO DUARTE;R$ 100.000,00;AQUISIÇÃO DE MATERIAIS ESPORTIVOS PARA SECRETARIA DE ESPORTE;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
241;SERRA;AMURES;PONTE ALTA;THIAGO PEREIRA;R$ 100.000,00;AQUISIÇÃO DE VEÍCULO PARA SECRETARIA DE ASSISTÊNCIA SOCIAL;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
240;OESTE;AMOSC;PINHALZINHO;FRANCI;R$ 250.000,00;AQUISIÇÃO DE MICROONIBUS ACESSÍVEL PARA A EDUCAÇÃO;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
239;ALTO VALE;AMAVI;PETROLÂNDIA;MARCELO MEDEIROS;R$ 200.000,00;PAVIMENTAÇÃO ASFÁLTICA RUA ARI DEUTTNER;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
238;AMUREL;AMUREL;PESCARIA BRAVA;LEIA;R$ 150.000,00;SOLICITADO TROCA -> Pavimentação em Lajotas da Rua Julio Gomes- Bairro Laranjeiras (era para RUA OSCAR DE ANDRADE POLUCENO);TEV 25 20mi GOV;SOLICITADO TROCA;;;;;;;
237;AMUREL;AMUREL;PESCARIA BRAVA;JAISSON;R$ 100.000,00;AQUISIÇÃO DE KITS DE ARTESANATO DESTINADOS A GRUPOS DE MULHERES;TEV 25 20mi GOV;PUBLICADO;;;;;;;
236;MEIO-OESTE;AMAUC;PERITIBA;ÍNDIO;R$ 100.000,00;AQUISIÇÃO DE COMBUSTÍVEL PARA ABASTECIMENTO DA FROTA DE MÁQUINAS E EQUIPAMENTOS;TEV 25 20mi GOV;PUBLICADO;;;;;;;
235;AMUREL;AMUREL;PEDRAS GRANDES;KUKI;R$ 200.000,00;AQUISIÇÃO DE VEÍCULO UTILITÁRIO 4X4;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
234;AMUREL;AMUREL;PAULO LOPES;FERNANDA;R$ 900.000,00;COBERTURA DE CANCHA NO CENTRO DE EVENTOS ABELARDO JUVÊNCIO RODRIGUES, BAIRRO SANTO CRUZ;TEV 25 20mi GOV;PUBLICADO;;;;;;;
233;SERRA;AMURES;PAINEL;HILARIO;R$ 150.000,00;CUSTEIO DO TRANSPORTE DE ALUNOS;TEV 25 20mi GOV;PUBLICADO;;;;;;;
232;AMREC;AMREC;NOVA VENEZA;GOGA;R$ 270.000,00;COLOCAÇÃO DE PAVER NO COMPLEXО ESPORTIVO ANTÔNIO AMBONI;TEV 25 20mi GOV;PAGO;;;;;;;
231;AMREC;AMREC;NOVA VENEZA;CARMEN;R$ 280.000,00;AQUISIÇÃO DE VEÍCULOS UTILITÁRIOS PARA TRANSPORTE DE PASSAGEIROS TIPO VAN PARA CLUBES DE MÃES;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
230;AMREC;AMREC;NOVA VENEZA;KEKA;R$ 500.000,00;COLOCAÇÃO DE GRAMADO SINTÉTICO NO COMPLEXO ESPORTIVO DO DISTRITO DE CARAVAGGIO;TEV 25 20mi GOV;PAGO;;;;;;;
229;AMESC;AMESC;MORRO GRANDE;KEIO;R$ 250.000,00;ESCAVADEIRA;TEV 25 20mi GOV;EM ANÁLISE;;;;;;;
228;AMESC;AMESC;MORRO GRANDE;ALLAN SPADER;R$ 150.000,00;DRENAGEM COM TUBULAÇÃO NA SANGA LATERAL DA ESTRADA SANGA DAS PEDRAS;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
227;OESTE;AMERIOS;MARAVILHA;VINICIUS;R$ 200.000,00;AQUISIÇÃO DE VEÍCULO PARA O DESENVOLVIMENTO DAS ATIVIDADES DA SECRETARIA MUNICIPAL DE ESPORTES;TEV 25 20mi GOV;PAGO;;;;;;;
226;AMREC;AMREC;LAURO MÜLLER;SEC GUSTAVO;R$ 300.000,00;REABILITAÇÃO ATRAVÉS DE EQUOTERAPIA E TERAPIA OCUPACIONAL PARA PESSOAS COM TEA;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
225;AMREC;AMREC;LAURO MÜLLER;VALDIR FONTANELLA;R$ 300.000,00;PAVIMENTAÇÃO ASFÁLTICA RODOVIA MUNICIPAL GUATÁ DE BAIXO;TEV 25 20mi GOV;PAGO;;;;;;;
224;AMREC;AMREC;LAURO MÜLLER;CELINHO;R$ 100.000,00;CUSTEIO DA SECRETARIA DE SAÚDE ATRAVÉS DE EXAMES MÉDICOS E LABORATORIAIS;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
223;AMUREL;AMUREL;LAGUNA;MANINHO;R$ 1.000.000,00;PAVIMENTAÇÃO ASFÁLTICA RUA VEREADOR JOSÉ TOMÉ MACHADO DE SOUZA. BAIRRO PONTA DA BARRA;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
222;AMESC;AMESC;JACINTO MACHADO;GRASI EMERICH;R$ 250.000,00;REFORMA DO POSTO DE SAÚDE;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
221;ALTO VALE;AMAVI;ITUPORANGA;GEISON KURTZ;R$ 1.000.000,00;CONSTRUÇÃO DA RUA COBERTA NA ÁREA CENTRAL DO MUNICÍPIO;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
220;PLANALTO NORTE;AMPLANORTE;ITAIÓPOLIS;TINO;R$ 300.000,00;AQUISIÇÃO DE MATERIAL BRITADO PARA RECUPERAÇÃO DA ESTRADA GERAL NA LOCALIDADE DE SÃO PEDRO;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
219;AMUREL;AMUREL;IMBITUBA;EDUARDO FAUSTINA;R$ 500.000,00;PAVIMENTAÇÃO E DRENAGEM DA RUA MARCELINO JOVINO RODRIGUES - BAIRRO ALTO ARROIO;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
218;AMUREL;AMUREL;IMARUÍ;DILNEI;R$ 100.000,00;TROCA OBJETO -> AQUISIÇÃO DE VEÍCULO PARA A SECRETARIA DE GOVERNO DO MUNICÍPIO;TEV 25 20mi GOV;PUBLICADO;;;;;;;
217;AMREC;AMREC;IÇARA;DEPUTADO PEPÊ COLLAÇO;R$ 1.500.000,00;PAVIMENTAÇÃO DE RUAS NO BAIRRO VILA NOVA;TEV 25 20mi GOV;EM ANÁLISE;;;;;;;
216;AMREC;AMREC;IÇARA;JOAO LUIZ NUNES;R$ 300.000,00;PAVIMENTAÇÃO COM LAJOTAS SEXTAVADAS DA RUA MAX VENTURA;TEV 25 20mi GOV;PUBLICADO;;;;;;;
215;AMREC;AMREC;IÇARA;DUCA ZATA;R$ 300.000,00;PAVIMENTAÇÃO COM LAJOTAS SEXTAVADAS DA RUA SÃO FRANCISCO DE ASSIS;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
214;AMREC;AMREC;IÇARA;RODRIGO;R$ 300.000,00;PAVIMENTAÇÃO COM LAJOTAS SEXTAVADAS DA RUA EGÍDIO NOVAK;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
213;AMREC;AMREC;IÇARA;GELSON POSSAMAI;R$ 100.000,00;REVITALIZAÇÃO DA RUA TEREZA FONTANA NO BAIRRO AURORA;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
212;AMREC;AMREC;IÇARA;GELSON POSSAMAI;R$ 200.000,00;PAVIMENTAÇÃO COM LAJOTAS SEXTAVADAS DA RUA JOÃO GHEDIN, BAIRRO POÇO TRÊS;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
211;AMREC;AMREC;IÇARA;BERTAN;R$ 150.000,00;REVITALIZAÇÃO DO CAMPO DE FUTEBOL DO BAIRRO DEMBOSKI;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
210;AMREC;AMREC;IÇARA;BERTAN;R$ 150.000,00;REVITALIZAÇÃO DA PRAÇA DO BAIRRO PRESIDENTE VARGAS;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
209;MEIO-OESTE;AMMOC;HERVAL D'OESTE;MARCO POLO;R$ 150.000,00;REALIZAÇÃO DE CONSTRUÇÃO DE ÁREA DE RECREAÇÃO NO BAIRRO ESTAÇÃO LUZERNA;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
208;MEIO-OESTE;AMMOC;HERVAL D'OESTE;DUDU;R$ 150.000,00;REALIZAÇÃO DE RECAPEAMENTO DE PARTE DA RUA 09 DE JULHO NO BAIRRO SANTO ANTONIO;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
207;AMUREL;AMUREL;GRAVATAL;SOCA;R$ 500.000,00;CUSTEIO DE EXAMES E CONSULTAS ESPECIALIZADAS;TEV 25 20mi GOV;PUBLICADO;;;;;;;
206;SERRA;AMURC;FREI ROGÉRIO;AMANDA MARIOT;R$ 150.000,00;ADEQUAÇÃO E REVITALIZAÇÃO DA CASA DO ARTESÃO;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
205;MEIO-OESTE;AMARP;FRAIBURGO;SIMARA;R$ 100.000,00;PAVIMENTAÇÃO DA RUA ANTONIO BURDA, BAIRRO CENTRO;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
204;AMREC;AMREC;COCAL DO SUL;MARCELO MEDEIROS;R$ 150.000,00;CONSTRUÇÃO DE UMA PISTA DE SKATE COBERTA;TEV 25 20mi GOV;PUBLICADO;;;;;;;
203;AMUREL;AMUREL;CAPIVARI DE BAIXO;DEPUTADO PEPÊ COLLAÇO;R$ 1.000.000,00;RECUPERAÇÃO ASFÁLTICA DE VIAS;TEV 25 20mi GOV;PAGO;;;;;;;
202;MEIO-OESTE;AMPLASC;CAMPOS NOVOS;MOCHILA;R$ 200.000,00;AQUISIÇÃO DE VEÍCULO TIPO CAMIONETE, PARA ATENDIMENTO DAS DEMANDAS DA SECRETARIA DE AGRICULTURA;TEV 25 20mi GOV;PUBLICADO;;;;;;;
201;MEIO-OESTE;AMPLASC;CAMPOS NOVOS;MOCHILA;R$ 100.000,00;COMPRA DE AUTOMÓVEL PARA SECRETARIA DE AGRICULTURA;TEV 25 20mi GOV;SOLICITADO TROCA;;;;;;;
200;OESTE;AMAI;BOM JESUS;JOAO DA GARAGEM;R$ 150.000,00;AMPLIAÇÃO/CONSTRUÇÃO DO ALMOXARIFADO E BANHEIROS DA ESCOLA MUNICIPAL GILBERTO TAVARES;TEV 25 20mi GOV;PAGO;;;;;;;
199;AMUREL;AMUREL;ARMAZÉM;EMERSON;R$ 150.000,00;COBERTURA DE QUADRA, REFORMA E AMPLIAÇÃO CEI TIA MONICA;TEV 25 20mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
198;ALTO VALE;AMAVI;WITMARSUM;MARCIANO;R$ 100.000,00;MANUTENÇÃO DE VIAS VICINAIS NA COMUNIDADE BUTINGA – PARTE 02, EXTENSÃO DE 12 KM;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
197;ALTO VALE;AMAVI;WITMARSUM;JALMIR;R$ 100.000,00;REFORMA DO GINASIO DE ESPORTES DA COMUNIDADE DE CATANGARA;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
196;AMUREL;AMUREL;TUBARÃO;BARBA;R$ 300.000,00;PAVIMENTAÇÃO DE VIAS - SOMBRIO;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
195;ALTO VALE;AMAVI;TROMBUDO CENTRAL;MARLON GOEDE;R$ 300.000,00;MÁQUINA DE USINAGEM TRANSPORTÁVEL;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
194;AMUREL;AMUREL;SÃO MARTINHO;CASCÃO;R$ 300.000,00;AQUISIÇÃO DE RETROESCAVADEIRA 4X4;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
193;AMUREL;AMUREL;SÃO LUDGERO;TEA;R$ 260.000,00;REABILITAÇÃO ATRAVÉS DE EQUOTERAPIA E TERAPIA OCUPACIONAL PARA PESSOAS COM TEA;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
192;LITORAL NORTE;GRANFPOLIS;SÃO JOSÉ;FELIPE GOEDERT (BATATA);R$ 300.000,00;MANUTENÇÃO DE VIAS URBANAS NA RUA JOSÉ ALVES DE OLIVEIRA;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
191;LITORAL NORTE;GRANFPOLIS;SÃO BONIFÁCIO;GRAZI VANROO;R$ 300.000,00;REVITALIZAÇÃO DA PRAÇA HERÓIS DO COMBATE DA SERRA DA GARGANTA;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
190;AMUREL;AMUREL;SANGÃO;CASTILHO;R$ 500.000,00;PAVIMENTAÇÃO DA RUA PROJETADA TOMÉ NO BAIRRO RIO SÃO CRISTÓVÃO;IMPOSITIVA 25 10mi GOV;PAGO;;;;;;;
189;ALTO VALE;AMAVI;RIO DO OESTE;DEPINÉ;R$ 150.000,00;PAVIMENTAÇÃO DA RUA ILDA CLAUDINO DOS SANTOS, COM EXTENSÃO DE 190m;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
188;ALTO VALE;AMAVI;RIO DO CAMPO;FABRICIO CAPSTRANO;R$ 200.000,00;VEÍCULO DE TRANSPORTE DE PASSAGEIROS COM 14 LUGARES, FUNDO MUNICIPAL DE SAÚDE;IMPOSITIVA 25 10mi GOV;PRONTO;;;;;;;
187;AMESC;AMESC;PRAIA GRANDE;RODRIGO;R$ 400.000,00;VEÍCULO TIPO VAN PARA TRANSPORTE DE PACIENTES;IMPOSITIVA 25 10mi GOV;PRONTO;;;;;;;
186;SERRA;AMURC;PONTE ALTA DO NORTE;MARIANE CALOMENO;R$ 100.000,00;CASTRAÇÃO ANIMAL;IMPOSITIVA 25 10mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
185;ALTO VALE;AMAVI;PETROLÂNDIA;MARCELO MEDEIROS;R$ 100.000,00;EQUIPAMENTOS AGRICOLAS;IMPOSITIVA 25 10mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
184;AMUREL;AMUREL;PEDRAS GRANDES;TEA;R$ 110.000,00;REABILITAÇÃO ATRAVÉS DE EQUOTERAPIA E TERAPIA OCUPACIONAL PARA PESSOAS COM TEA;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
183;AMESC;AMESC;PASSO DE TORRES;PAULINHO GAITEIRO;R$ 400.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
182;AMREC;AMREC;ORLEANS;TEA;R$ 240.000,00;REABILITAÇÃO ATRAVÉS DE EQUOTERAPIA E TERAPIA OCUPACIONAL PARA PESSOAS COM TEA;IMPOSITIVA 25 10mi GOV;EM ANÁLISE;;;;;;;
181;AMREC;AMREC;MORRO DA FUMAÇA;EDUARDO GUOLLO;R$ 500.000,00;MACRODRENAGEM NA MARGEM DIREITA DA AVENIDA JOÃO NICOLAU DE SOUZA;IMPOSITIVA 25 10mi GOV;PAGO;;;;;;;
180;AMESC;AMESC;JACINTO MACHADO;TEA;R$ 300.000,00;REABILITAÇÃO ATRAVÉS DE EQUOTERAPIA E TERAPIA OCUPACIONAL PARA PESSOAS COM TEA;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
179;ALTO VALE;AMAVI;ITUPORANGA;GEISON KURTZ;R$ 950.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
178;LITORAL NORTE;AMFRI;ITAPEMA;PROF GABI;R$ 100.000,00;AMPLIAÇÃO DO CENTRO DE CONVIVENCIA DO IDOSO DO BAIRRO MEIA PRAIA;IMPOSITIVA 25 10mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
177;ALTO VALE;AMAVI;IMBUIA;RONALDO;R$ 200.000,00;ABRIGO PARA ANIMAIS EM SITUAÇÃO DE RUA;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
176;AMUREL;AMUREL;GRAVATAL;TEA;R$ 210.000,00;REABILITAÇÃO ATRAVÉS DE EQUOTERAPIA E TERAPIA OCUPACIONAL PARA PESSOAS COM TEA;IMPOSITIVA 25 10mi GOV;EM ANÁLISE;;;;;;;
175;AMUREL;AMUREL;GRAVATAL;IGOR;R$ 400.000,00;RECUPERAÇÃO E MANUTENÇÃO DAS ESTRADAS VICINAIS;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
174;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 400.000,00;PAVIMENTAÇÃO AUGUSTO VERONEZ, ALMERINDA LUNARDI MACHADO, JOAO MANOEL MENDES;IMPOSITIVA 25 10mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
173;AMUREL;AMUREL;GAROPABA;JUNIOR;R$ 500.000,00;PAVIMENTAÇÃO DE RUA;IMPOSITIVA 25 10mi GOV;PAGO;;;;;;;
172;AMUREL;AMUREL;CAPIVARI DE BAIXO;CLAUDIR;R$ 300.000,00;AQUISIÇÃO DE VEÍCULO DESTINADO À SAÚDE;IMPOSITIVA 25 10mi GOV;PAGO;;;;;;;
171;AMUREL;AMUREL;CAPIVARI DE BAIXO;FELIPE ALVES;R$ 300.000,00;CONSTRUÇÃO DE PRAÇA NO BAIRRO SANTA LÚCIA;IMPOSITIVA 25 10mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
170;AMUREL;AMUREL;CAPIVARI DE BAIXO;JAPA;R$ 300.000,00;CONSTRUÇÃO DE GALPÃO PARA GARAGEM DE VEÍCULOS E MÁQUINAS NA NOVA SECRETARIA DE OBRAS;IMPOSITIVA 25 10mi GOV;SOLICITADO TROCA;;;;;;;
169;AMUREL;AMUREL;BRAÇO DO NORTE;TEA;R$ 180.000,00;REABILITAÇÃO ATRAVÉS DE EQUOTERAPIA E TERAPIA OCUPACIONAL PARA PESSOAS COM TEA;IMPOSITIVA 25 10mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
168;AMUREL;AMUREL;BRAÇO DO NORTE;DUDA;R$ 400.000,00;AQUISIÇÃO DE 2 TRATORES AGRÍCOLAS;IMPOSITIVA 25 10mi GOV;PRONTO;;;;;;;
167;LITORAL NORTE;GRANFPOLIS;ANTÔNIO CARLOS;EDNEI;R$ 500.000,00;CONSTRUÇÃO DE UMA PONTE SOBRE O RIO BIGUAÇU;IMPOSITIVA 25 10mi GOV;PUBLICADO;;;;;;;
166;ALTO VALE;AMAVI;AGRONÔMICA;NEI RODRIGUES;R$ 300.000,00;AMPLIAÇÃO DA MALHA VIÁRIA DE ESTRADAS RURAIS E ADEQUAÇÃO DE TRAFEGABILIDADE;IMPOSITIVA 25 10mi GOV;PRONTO;;;;;;;
