ID;Coordenacao;Associacao;Municipio;Interessado;Valor;Objeto;Modalidade;Status;Observacoes;Numero Emenda;SGPE;Data da publicacao;Data do PGTO/Troca;Observacoes da publicacao;Forma de transferencia
165;ALTO VALE;AMAVI;WITMARSUM;PAULI;R$ 150.000,00;AQUISIÇÃO DE MÁQUINA DE USINAGEM TRANSPORTÁVEL NOVA;TEV 25 5mi JG;PUBLICADO;;;;;;;
164;AMUREL;AMUREL;SÃO LUDGERO;ELDER;R$ 200.000,00;REFORMA DA ESCOLA DE ENSINO FUNDAMENTAL HENRIQUE BUSS;TEV 25 5mi JG;PUBLICADO;;;;;;;
163;AMREC;AMREC;ORLEANS;CRUZETTA;R$ 600.000,00;PAVIMENTAÇÃO DA ESTRADA GERAL BARRACÃO, EXTENSÃO DE 700 METROS (600 MIL PEPE + 600 MIL ZÉ MILTON);TEV 25 5mi JG;PAGO PARCIAL;;;;;;;
162;AMREC;AMREC;NOVA VENEZA;GOGA;R$ 250.000,00;MELHORIAS NA INFRAESTRUTURA DO GINÁSIO DE ESPORTES ALFREDO BORTOLUZZI;TEV 25 5mi JG;PAGO;;;;;;;
161;AMREC;AMREC;LAURO MÜLLER;VALDIR FONTANELLA;R$ 400.000,00;AQUISIÇÃO DE 01 CAMINHÃO COMPACTADOR DE COLETA DE LIXO PARA SECRETARIA DE OBRAS;TEV 25 5mi JG;PAGO;;;;;;;
160;AMUREL;AMUREL;LAGUNA;FERNANDINHO;R$ 400.000,00;PAVIMENTAÇÃO 350M DA ESTRADA GERAL DO BAIRRO NOVA FAZENDA;TEV 25 5mi JG;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
159;AMESC;AMESC;JACINTO MACHADO;GRASI EMERICH;R$ 400.000,00;AQUISIÇÃO DE EQUIPAMENTOS DE ENDOSCOPIA PARA SECRETARIA DE SAÚDE;TEV 25 5mi JG;PUBLICADO;;;;;;;
158;AMUREL;AMUREL;GRÃO-PARÁ;JANIR OENNING;R$ 150.000,00;CONSTRUÇÃO DE CENTRO DOS IDOSOS NO DISTRITO DE AIURÊ;TEV 25 5mi JG;PUBLICADO;;;;;;;
157;AMUREL;AMUREL;GAROPABA;JUNIOR;R$ 1.000.000,00;PAVIMENTAÇÃO DE VIAS NO MUNICÍPIO;TEV 25 5mi JG;PUBLICADO;;;;;;;
156;AMREC;AMREC;CRICIÚMA;MIRI;R$ 400.000,00;CONSULTAS E EXAMES EM OFTALMOLOGIA PARA OS USUÁRIOS DO SUS;TEV 25 5mi JG;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
155;AMREC;AMREC;COCAL DO SUL;GIOVANA GALATO;R$ 600.000,00;AQUISIÇÃO DE EQUIPAMENTOS E MOBÍLIAS PARA USO NO PRONTO ATENDIMENTO;TEV 25 5mi JG;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
154;AMUREL;AMUREL;BRAÇO DO NORTE;DUDA;R$ 500.000,00;AQUISIÇÃO DE CAMINHÃO 6 X 4, COM CAÇAMBA BASCULANTE;TEV 25 5mi JG;PRONTO;;;;;;;
153;LITORAL NORTE;GRANFPOLIS;SÃO JOSÉ;FELIPE GOEDERT (BATATA);R$ 700.000,00;INFRAESTRUTURA - MANUTENÇÃO DE VIAS MUNICIPAIS;TEV 25 2mi MN;PUBLICADO;;;;;;;
152;AMUREL;AMUREL;SANGÃO;CASTILHO;R$ 600.000,00;EDUCAÇÃO - CONSTRUÇÃO NCE - NÚCLEO DE COOPERAÇÃO EDUCACIONAL;TEV 25 2mi MN;PAGO;;;;;;;
151;AMUREL;AMUREL;PEDRAS GRANDES;TEA;R$ 150.000,00;SAÚDE - REABILITAÇÃO DE PESSOAS COM ESPECTRO AUTISTA ATRAVÉS DE EQUOTERAPIA;TEV 25 2mi MN;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
150;AMREC;AMREC;ORLEANS;TEA;R$ 150.000,00;SAÚDE - REABILITAÇÃO DE PESSOAS COM ESPECTRO AUTISTA ATRAVÉS DE EQUOTERAPIA;TEV 25 2mi MN;EM ANÁLISE;;;;;;;
149;AMUREL;AMUREL;LAGUNA;TEA;R$ 250.000,00;SAÚDE - REABILITAÇÃO DE PESSOAS COM ESPECTRO AUTISTA ATRAVÉS DE EQUOTERAPIA;TEV 25 2mi MN;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
148;AMUREL;AMUREL;GRAVATAL;TEA;R$ 150.000,00;SAÚDE - REABILITAÇÃO DE PESSOAS COM ESPECTRO AUTISTA ATRAVÉS DE EQUOTERAPIA;TEV 25 2mi MN;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
147;ALTO VALE;AMAVI;VITOR MEIRELES;GREISON;R$ 100.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
146;AMREC;AMREC;URUSSANGA;AMILTON;R$ 150.000,00;AQUISIÇÃO DE MOBILIÁRIOS E EQUIPAMENTOS PARA A ASSOCIAÇÃO AMICI DELLA POLENTA;IMPOSITIVA 2024/2;SOLICITADO TROCA;;;;;;;
145;AMUREL;AMUREL;TUBARÃO;PADRE EDSON;R$ 150.000,00;AQUISIÇAO MOBILIA E EQUIP DE SOM E VIDEO ORQUESTRA SANTA TERESINHA DO MENINO JESUS;IMPOSITIVA 2024/2;EM ANÁLISE;;;;;;;
144;MEIO-OESTE;AMMOC;TREZE TÍLIAS;CUCO;R$ 100.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 2024/2;PAGO;;;;;;;
143;AMREC;AMREC;TREVISO;LU POSSOLI;R$ 100.000,00;CUSTEIO SAUDE;IMPOSITIVA 2024/2;PAGO;;;;;;;
142;AMESC;AMESC;TIMBÉ DO SUL;BELINHA;R$ 100.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
141;AMESC;AMESC;SÃO JOÃO DO SUL;FILIPE FARINHA;R$ 100.000,00;AQUISIÇAO DE EQUIPAMENTOS AGRICOLAS;IMPOSITIVA 2024/2;PAGO;;;;;;;
140;AMREC;AMREC;COCAL DO SUL;ADEMIR;R$ 100.000,00;INFRAESTRUTURA ESCOLAR DO ENSINO FUNDAMENTAL;IMPOSITIVA 2024/2;SOLICITADO TROCA;;;;;;;
139;LITORAL NORTE;GRANFPOLIS;SÃO BONIFÁCIO;GRAZI VANROO;R$ 100.000,00;CUSTEIO ESPORTE;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
138;AMUREL;AMUREL;SANGÃO;SEC THIAGO;R$ 100.000,00;CUSTEIO SAUDE;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
137;SERRA;AMURES;RIO RUFINO;ADEMAR;R$ 200.000,00;REFORMA DO PARQUE DE EXPOSIÇAO CAETANO COSTA;IMPOSITIVA 2024/2;PAGO;;;;;;;
136;PLANALTO NORTE;AMUNESC;RIO NEGRINHO;ANDI CASTRO;R$ 100.000,00;AQUISIÇAO DE EQUIPAMENTOS SAUDE;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
135;ALTO VALE;AMAVI;PRESIDENTE GETÚLIO;LALAS;R$ 300.000,00;CUSTEIO SAUDE;IMPOSITIVA 2024/2;PAGO;;;;;;;
134;AMESC;AMESC;PRAIA GRANDE;FANICA;R$ 100.000,00;INVESTIMENTO EM TURISMO;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
133;AMUREL;AMUREL;PEDRAS GRANDES;JADNA;R$ 350.000,00;PAVIMENTAÇAO;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
132;SERRA;AMURES;PAINEL;HILARIO;R$ 100.000,00;AQUISIÇÃO DE EQUIPAMENTOS SAUDE;IMPOSITIVA 2024/2;PAGO;;;;;;;
131;AMESC;AMESC;MORRO GRANDE;KEIO;R$ 200.000,00;IMPLEMENTOS AGRÍCOLAS;IMPOSITIVA 2024/2;PAGO;;;;;;;
130;AMREC;AMREC;MORRO DA FUMAÇA;EDUARDO GUOLLO;R$ 450.000,00;CUSTEIO EM EDUCAÇÃO;IMPOSITIVA 2024/2;PAGO;;;;;;;
129;MEIO-OESTE;AMARP;LEBON RÉGIS;DEBORA;R$ 200.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
128;AMUREL;AMUREL;LAGUNA;TEA;R$ 290.439,24;CUSTEIO PARA ATENDIMENTO DE PESSOAS COM TEA POR MEIO DE EQUOTERAPIA;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
127;SERRA;AMURES;LAGES;KATSUMI;R$ 100.000,00;CASTRAÇÃO DE ANIMAIS NA SERRA CATARINENSE;IMPOSITIVA 2024/2;EM ANÁLISE;;;;;;;
126;ALTO VALE;AMAVI;ITUPORANGA;GEISON KURTZ;R$ 350.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 2024/2;PAGO;;;;;;;
125;AMREC;AMREC;IÇARA;JOAO LUIZ NUNES;R$ 300.000,00;CUSTEIO EDUCAÇAO;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
124;LITORAL NORTE;AMVE;GASPAR;MARA;R$ 200.000,00;INVESTIMENTO EM INFRAESTRUTURA AQUISIÇÃO DE BOMBA P/ DIQUE (SERTÃO VERDE);IMPOSITIVA 2024/2;PAGO;;;;;;;
123;AMUREL;AMUREL;GAROPABA;TARGINO;R$ 200.000,00;CUSTEIO EDUCAÇAO;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
122;OESTE;AMAI;ENTRE RIOS;JACIR BINO;R$ 100.000,00;CUSTEIO SAUDE;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
121;OESTE;AMAI;ENTRE RIOS;RODRIGO;R$ 100.000,00;IMPLEMENTOS AGRÍCOLAS;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
120;MEIO-OESTE;AMARP;PINHEIRO PRETO;ESCRAVO;R$ 100.000,00;INVESTIMENTOS EM INFRAESTRUTURA;IMPOSITIVA 2024/2;SOLICITADO TROCA;;;;;;;
119;AMUREL;AMUREL;CAPIVARI DE BAIXO;JAPA;R$ 300.000,00;INVESTIMENTOS EM INFRAESTRUTURA DE PAVIMENTAÇÕES;IMPOSITIVA 2024/2;PAGO;;;;;;;
118;AMUREL;AMUREL;CAPIVARI DE BAIXO;ZICO;R$ 250.000,00;AQUISIÇÃO VEICULO;IMPOSITIVA 2024/2;PAGO;;;;;;;
117;SERRA;AMURES;CAMPO BELO DO SUL;JORCI;R$ 200.000,00;CUSTEIO PARA ASSISTENCIA SOCIAL;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
116;AMUREL;AMUREL;BRAÇO DO NORTE;DUDA;R$ 200.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
115;LITORAL NORTE;AMVE;BENEDITO NOVO;JEAN;R$ 200.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 2024/2;PAGO;;;;;;;
114;LITORAL NORTE;GRANFPOLIS;ANTÔNIO CARLOS;VAGNER;R$ 350.000,00;PAVIMENTAÇÃO E COMPRA DE EQUIPAMENTOS PARA INFRAESTRUTURA;IMPOSITIVA 2024/2;PAGO;;;;;;;
113;MEIO-OESTE;AMMOC;ÁGUA DOCE;ALEMÃO;R$ 100.000,00;AQUISIÇÃO DE EQUIPAMENTOS AGRICOLAS;IMPOSITIVA 2024/2;PUBLICADO;;;;;;;
112;ALTO VALE;AMAVI;WITMARSUM;PAULI;R$ 100.000,00;CUSTEIO SAUDE;IMPOSITIVA 2024;PAGO;;;;;;;
111;AMREC;AMREC;URUSSANGA;BONETTINHO;R$ 100.000,00;CUSTEIO EDUCAÇAO;IMPOSITIVA 2024;PAGO;;;;;;;
110;SERRA;AMURES;URUPEMA;JHENY;R$ 100.000,00;CUSTEIO EDUCAÇAO;IMPOSITIVA 2024;PAGO;;;;;;;
109;SERRA;AMURES;URUBICI;MARIZA;R$ 200.000,00;PAVIMENTAÇAO DAS VIAS DO MUNICIPIO;IMPOSITIVA 2024;PAGO;;;;;;;
108;AMUREL;AMUREL;TUBARÃO;MÉRI (STAN);R$ 117.911,51;CUSTEIO STAN;IMPOSITIVA 2024;PAGO;;;;;;;
107;AMUREL;AMUREL;TUBARÃO;MARIA NILTA;R$ 100.000,00;CUSTEIO COMBEMTU;IMPOSITIVA 2024;PAGO;;;;;;;
106;AMUREL;AMUREL;TUBARÃO;ZAGA REIS;R$ 1.000.000,00;PAVIMENTAÇAO DAS VIAS DO MUNICIPIO;IMPOSITIVA 2024;PAGO;;;;;;;
105;ALTO VALE;AMAVI;TROMBUDO CENTRAL;BIA BUCHLING;R$ 241.977,90;INVESTIMENTO EDUCAÇAO;IMPOSITIVA 2024;PAGO;;;;;;;
104;MEIO-OESTE;AMMOC;TREZE TÍLIAS;CUCO;R$ 100.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 2024;PAGO;;;;;;;
103;AMUREL;AMUREL;TREZE DE MAIO;PADRE NIVALDO;R$ 100.000,00;CUSTEIO FUNDAÇAO MEDICO SOCIAL RURAL SÃO SEBASTIAO;IMPOSITIVA 2024;PAGO;;;;;;;
102;AMESC;AMESC;TIMBÉ DO SUL;BELINHA;R$ 200.000,00;INSUMOS PARA PAVIMENTAÇAO;IMPOSITIVA 2024;PAGO;;;;;;;
101;AMREC;AMREC;SIDERÓPOLIS;ALEXANDRE CAETANO;R$ 100.000,00;REFORMA DA APAE;IMPOSITIVA 2024;PAGO;;;;;;;
100;AMUREL;AMUREL;SÃO MARTINHO;CASCÃO;R$ 100.000,00;AQUISIÇAO DE VEICULO DE TRABALHO (MINI CARREGADEIRA);IMPOSITIVA 2024;PAGO;;;;;;;
99;OESTE;AMAI;SÃO DOMINGOS;GUSTAVO VALGOI;R$ 100.000,10;CUSTEIO SAUDE;IMPOSITIVA 2024;PAGO;;;;;;;
98;ALTO VALE;AMAVI;PRESIDENTE GETÚLIO;LALAS;R$ 100.000,00;CUSTEIO SAUDE;IMPOSITIVA 2024;PAGO;;;;;;;
97;AMESC;AMESC;PRAIA GRANDE;FANICA;R$ 100.000,00;CUSTEIO EDUCAÇAO;IMPOSITIVA 2024;PAGO;;;;;;;
96;SERRA;AMURC;PONTE ALTA DO NORTE;RUBIA;R$ 100.000,00;CUSTEIO SAUDE;IMPOSITIVA 2024;PAGO;;;;;;;
95;AMUREL;AMUREL;PESCARIA BRAVA;HENRIQUE CASTRO;R$ 1.000.000,00;PAVIMENTAÇAO DAS VIAS DO MUNICIPIO;IMPOSITIVA 2024;PAGO;;;;;;;
94;AMUREL;AMUREL;PEDRAS GRANDES;LEXO;R$ 600.000,00;PAVIMENTAÇAO DAS VIAS DO MUNICIPIO;IMPOSITIVA 2024;PAGO;;;;;;;
93;AMUREL;AMUREL;PAULO LOPES;FERNANDA;R$ 900.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 2024;PAGO;;;;;;;
92;AMESC;AMESC;PASSO DE TORRES;PAULINHO GAITEIRO;R$ 100.000,00;PAVIMENTAÇÃO DAS VIAS DO MUNICÍPIO;IMPOSITIVA 2024;PUBLICADO;;;;;;;
91;SERRA;AMURES;PAINEL;HILARIO;R$ 100.000,00;CUSTEIO EDUCAÇAO;IMPOSITIVA 2024;PAGO;;;;;;;
90;AMREC;AMREC;ORLEANS;VÁ CRUZETTA;R$ 500.000,00;PAVIMENTAÇAO DAS VIAS DO MUNICIPIO;IMPOSITIVA 2024;PAGO;;;;;;;
89;AMREC;AMREC;NOVA VENEZA;SEC KRIS;R$ 800.000,00;CUSTEIO SAÚDE;IMPOSITIVA 2024;PAGO;;;;;;;
88;AMESC;AMESC;MORRO GRANDE;KEIO;R$ 200.000,00;APOIO PARA EDUCAÇAO MUNICIPAL;IMPOSITIVA 2024;PAGO;;;;;;;
87;AMREC;AMREC;MORRO DA FUMAÇA;EDUARDO GUOLLO;R$ 500.000,00;OBRA NO MUNICIPIO PARA PRAÇA COBERTA;IMPOSITIVA 2024;PAGO;;;;;;;
86;AMESC;AMESC;MELEIRO;JONAS;R$ 100.000,00;AQUISIÇAO DE VEICULO PARA APAE;IMPOSITIVA 2024;PAGO;;;;;;;
85;MEIO-OESTE;AMARP;LEBON RÉGIS;DEBORA;R$ 100.000,00;INVESTIMENTO EM EDUCAÇAO;IMPOSITIVA 2024;PAGO;;;;;;;
84;AMREC;AMREC;LAURO MÜLLER;CELINHO;R$ 200.000,00;APOIO FINANCEIRO A SAUDE DO MUNICIPIO;IMPOSITIVA 2024;PAGO;;;;;;;
83;AMUREL;AMUREL;LAGUNA;FERNANDINHO;R$ 600.000,00;PAVIMENTAÇÃO NAS VIAS MUNICIPAIS;IMPOSITIVA 2024;PAGO;;;;;;;
82;ALTO VALE;AMAVI;ITUPORANGA;SANDRA CLASEN;R$ 400.000,00;INVESTIMENTO EM INFRAESTRUTURA;IMPOSITIVA 2024;PRONTO;;;;;;;
81;AMUREL;AMUREL;IMARUÍ;ALENCAR;R$ 100.000,00;CUSTEIO HOSPITAL SANTA CASA SÃO JOAO BATISTA;IMPOSITIVA 2024;PAGO;;;;;;;
80;AMREC;AMREC;IÇARA;GELSON POSSAMAI;R$ 200.000,00;CUSTEIO EDUCAÇAO;IMPOSITIVA 2024;PAGO;;;;;;;
79;AMUREL;AMUREL;GRAVATAL;IGOR;R$ 350.000,00;AQUISIÇAO DE CAÇAMBA;IMPOSITIVA 2024;PAGO;;;;;;;
78;AMUREL;AMUREL;GRÃO-PARÁ;JANIR OENNING;R$ 500.000,00;PAVIMENTAÇAO (ALTERAÇAO OBJ -> CONSTRUÇÃO DE CENTRO DOS IDOSOS NO AIURÊ);IMPOSITIVA 2024;PUBLICADO;;;;;;;
77;LITORAL NORTE;AMVE;GASPAR;MARA;R$ 100.000,00;CUSTEIO PARA SECRETARIA DA SAUDE;IMPOSITIVA 2024;PAGO;;;;;;;
76;AMUREL;AMUREL;GAROPABA;JUNIOR;R$ 500.000,00;CUSTEIO EDUCAÇAO;IMPOSITIVA 2024;PAGO;;;;;;;
75;AMREC;AMREC;FORQUILHINHA;NEGUINHO;R$ 200.000,00;PAVIMENTAÇÃO NAS VIAS MUNICIPAIS;IMPOSITIVA 2024;PAGO;;;;;;;
74;OESTE;AMOSC;CORDILHEIRA ALTA;ANE CRISTINA;R$ 100.000,00;INVESTIMENTO DA EDUCAÇAO;IMPOSITIVA 2024;PAGO;;;;;;;
73;AMREC;AMREC;COCAL DO SUL;GIOVANA GALATO;R$ 300.000,00;PARQUE DE INCLUSAO MULTISSENSORIAL (ALTERAÇAO OBJ -> INVESTIMENTOS NA SECRETARIA DE EDUCAÇÃO);IMPOSITIVA 2024;PUBLICADO;;;;;;;
72;SERRA;AMURES;CERRO NEGRO;ANA CARLA;R$ 100.000,00;AQUISIÇAO DE VEÍCULO PARA SECRETARIA DE AGRICULTURA;IMPOSITIVA 2024;PAGO;;;;;;;
71;SERRA;AMURES;CAMPO BELO DO SUL;JORCI;R$ 100.000,00;IMPLEMENTOS AGRÍCOLAS;IMPOSITIVA 2024;PAGO;;;;;;;
70;MEIO-OESTE;AMMOC;ÁGUA DOCE;JORGE HASLINGER;R$ 100.000,00;AQUISIÇAO DE VEÍCULO (VAN) PARA SAUDE DO MUNICIPIO;IMPOSITIVA 2024;PAGO;;;;;;;
69;AMUREL;AMUREL;TUBARÃO;ZAMPARETTI;R$ 200.000,00;RUA NILO MANOEL LUIZ;TEV 2023 3mi;PUBLICADO;;;;;;;
68;AMUREL;AMUREL;PESCARIA BRAVA;HENRIQUE CASTRO;R$ 550.000,00;INFRAESTRUTURA;TEV 2023 3mi;PAGO;;;;;;;
67;AMUREL;AMUREL;PAULO LOPES;NADIR;R$ 350.000,00;SAÚDE;TEV 2023 3mi;PRONTO;;;;;;;
66;AMUREL;AMUREL;LAGUNA;KEK;R$ 300.000,00;SAÚDE;TEV 2023 3mi;PAGO;;;;;;;
65;AMREC;AMREC;IÇARA;RODRIGO;R$ 200.000,00;PAVIMENTAÇÃO RUA PRAIA GRANDE, BAIRRO NOSSA SENHORA DE FÁTIMA;TEV 2023 3mi;PAGO;;;;;;;
64;MEIO-OESTE;AMMOC;HERVAL D'OESTE;MAURO MARTINI;R$ 100.000,00;CONSTRUÇÃO DA ESCADARIA NO BAIRRO JARDIM JOSÉ RUPP;TEV 2023 3mi;PAGO PARCIAL;;;;;;;
63;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 400.000,00;PAVIMENTAÇÃO DA RUA FRANCISCA DA ROSA FERREIRA E RUA SÃO SEBASTIÃO;TEV 2023 3mi;PAGO;;;;;;;
62;AMUREL;AMUREL;GAROPABA;JUNIOR;R$ 900.000,00;SAÚDE;TEV 2023 3mi;PRONTO;;;;;;;
61;AMUREL;AMUREL;PESCARIA BRAVA;HENRIQUE CASTRO;R$ 2.000.000,00;PAVIMENTAÇÃO DO TRECHO COMPLEMENTAR DA AV. ELIETE DE SOUZA - SERTÃO DE CIMA SIQUEIRO;TEV 2023 2mi;PAGO;;;;;;;
60;AMUREL;AMUREL;TUBARÃO;DEPUTADO PEPÊ COLLAÇO;R$ 100.000,00;PARQUE INFANTIL ADAPTADO PARA PESSOAS COM TRANSTORNO ESPECTRO AUTISTA;TEV 2023 4mi;PUBLICADO;;;;;;;
59;AMUREL;AMUREL;TUBARÃO;HOSPITAL NOSSA SENHORA DA CONCEIÇÃO;R$ 400.000,00;CUSTEIO PARA O HOSPITAL;TEV 2023 4mi;EM ANÁLISE;;;;;;;
58;AMUREL;AMUREL;PESCARIA BRAVA;HENRIQUE CASTRO;R$ 125.000,00;IMPLANTAR PORTAL DE ENTRADA DO MUNICIPIO, LOCALIZADO NO BAIRRO SANTIAGO;TEV 2023 4mi;PRONTO;;;;;;;
57;AMUREL;AMUREL;PESCARIA BRAVA;HENRIQUE CASTRO;R$ 125.000,00;IMPLANTAÇÃO DE ABRIGOS DE PASSAGEIROS EM ÁRES DE MAIOR CIRCULAÇÃO DA POPULAÇÃO;TEV 2023 4mi;PAGO;;;;;;;
56;AMUREL;AMUREL;PAULO LOPES;NADIR;R$ 150.000,00;PAVIMENTAÇÃO SERVIDÕES VENCESLAU DE JESUS E MANOEL ESTÁCIO GONÇALVES;TEV 2023 4mi;PRONTO;;;;;;;
55;AMUREL;AMUREL;LAGUNA;PATRICK DA NEGA;R$ 300.000,00;PAVIMENTAÇÃO DA RUA LAURO CARNEIRO, LOCALIZADA NO BAIRRO ESPERANÇA;TEV 2023 4mi;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
54;AMUREL;AMUREL;IMBITUBA;EDUARDO FAUSTINA;R$ 200.000,00;PAVIMENTAÇÃO DA RUA ARISTIDES COELHO, NO BAIRRO CAMPESTRE;TEV 2023 4mi;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
53;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 100.000,00;RECUPERAÇÃO DAS ESTRADAS VICINAIS;TEV 2023 4mi;PAGO;;;;;;;
52;AMUREL;AMUREL;GAROPABA;JUNIOR;R$ 300.000,00;INVESTIMENTO EM INFRAESTRUTURA ATRAVÉS DA PAVIMENTAÇÃO DE RUAS;TEV 2023 4mi;PUBLICADO;;;;;;;
51;AMREC;AMREC;CRICIÚMA;MIRI;R$ 200.000,00;REFORMA DO CENTRO COMUNITÁRIO;TEV 2023 4mi;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
50;AMUREL;AMUREL;CAPIVARI DE BAIXO;MARCIA;R$ 500.000,00;ENRONCAMENTO NO BAIRRO SANTO ANDRÉ;TEV 2023 4mi;AGUARDANDO DOCUMENTAÇÃO;;;;;;;
49;AMUREL;AMUREL;CAPIVARI DE BAIXO;MARCIA;R$ 1.500.000,00;REPERFILAGEM C/ SINALIZAÇÃO DAS RUAS MANOEL PEDRO FLOR, JOÃO GOULART E JOSÉ DOMINGOS BITENCOURT;TEV 2023 4mi;PAGO PARCIAL;;;;;;;
48;AMREC;AMREC;URUSSANGA;BONETTINHO;R$ 200.000,00;PAVIMENTAÇÃO DA RUA FRANCISCO FELTRIN;IMPOSITIVA 2023;PAGO;;;;;;;
47;SERRA;AMURES;URUBICI;MARIZA;R$ 500.000,00;PAVIMENTAÇÃO DE RUAS DO MUNICÍPIO;IMPOSITIVA 2023;PAGO;;;;;;;
46;AMUREL;AMUREL;TUBARÃO;ROSIMERI GALVANI;R$ 100.000,00;REALIZAÇÃO DE EXAMES (TROCA OBJETO -> CUSTEIO REDE FEMININA DE COMBATE AO CÂNCER);IMPOSITIVA 2023;PAGO;;;;;;;
45;AMUREL;AMUREL;TUBARÃO;DJALMINHA;R$ 100.000,00;REALIZAÇÃO DO ESTUDO PLANO DE NEGÓCIOS NA REGIÃO DA AMUREL;IMPOSITIVA 2023;EM ANÁLISE;;;;;;;
44;AMUREL;AMUREL;TUBARÃO;JULIO KURISQUINHO;R$ 200.000,00;CASTRAÇÃO DE ANIMAIS (TROCA OBJETO -> PAVIMENTAÇÃO DA RUA VIRGILIO PARISI DUARTE);IMPOSITIVA 2023;PAGO;;;;;;;
43;AMUREL;AMUREL;TUBARÃO;DANIELA RÉUS;R$ 100.000,00;CUSTEIO DA ORGANIZAÇÃO;IMPOSITIVA 2023;PAGO;;;;;;;
42;AMUREL;AMUREL;TUBARÃO;COMANDANTE PORTÃO;R$ 140.000,00;COMPRA DE 1 CAMIONETE TIPO SUV;IMPOSITIVA 2023;PAGO;;;;;;;
41;AMUREL;AMUREL;TUBARÃO;FABIO COLLODEL;R$ 360.000,00;ADQUIRIR UMA CAMIONETE 4X4-VIATURA ESSENCIAL PARA OPERAÇÕES DE RESGATE;IMPOSITIVA 2023;PAGO;;;;;;;
40;AMUREL;AMUREL;TUBARÃO;GELSON BENTO;R$ 100.000,00;AUXÍLIO FINANCEIRO PARA ATIVIDADES DO CLUBE DE MÃES;IMPOSITIVA 2023;PAGO;;;;;;;
39;AMUREL;AMUREL;TUBARÃO;BARBA;R$ 300.000,00;PAVIMENTAÇÃO E DRENAGEM DA RUA IRINEU MENEGAZ;IMPOSITIVA 2023;PAGO;;;;;;;
38;AMUREL;AMUREL;TUBARÃO;JEAN;R$ 200.000,00;PAVIMENTAÇÃO DA RUA ANASTÁCIO THEÓFILO TEIXEIRA;IMPOSITIVA 2023;PAGO;;;;;;;
37;AMUREL;AMUREL;TUBARÃO;ERALDO;R$ 200.000,00;PAVIMENTAÇÃO JOÃO SILVA, JOVENCIO BERNARDO, LUIZ MATHEUS, ALMIRO J. SILVA E SILVIO MENEGAZ;IMPOSITIVA 2023;PAGO;;;;;;;
36;AMUREL;AMUREL;TUBARÃO;NILTON DE CAMPOS;R$ 200.000,00;PAVIMENTAÇÃO ODÁRIO BERNARDINHO E DORIVALDA BRISTOT, DO BAIRRO SÃO BERNARDO;IMPOSITIVA 2023;PAGO;;;;;;;
35;AMUREL;AMUREL;TUBARÃO;RITINHA;R$ 259.175,54;PAVIMENTAÇÃO DA RUA CARURU;IMPOSITIVA 2023;PAGO;;;;;;;
34;AMUREL;AMUREL;TUBARÃO;GELSON BENTO;R$ 200.000,00;REVITALIZAÇÃO ASFÁLTICA DE VIAS DA CIDADE;IMPOSITIVA 2023;PAGO;;;;;;;
33;AMUREL;AMUREL;TUBARÃO;BENITO;R$ 750.000,00;PAVIMENTAÇÃO DA RUA ADOLFO JOSÉ DE SOUZA (LAGEADO);IMPOSITIVA 2023;PAGO;;;;;;;
32;AMUREL;AMUREL;TUBARÃO;ZAGA REIS;R$ 300.000,00;REALIZAÇÃO DA REDE DE ESGOTO PLUVIAL DA RUA MANOEL AGOSTINHO PEREIRA;IMPOSITIVA 2023;PAGO;;;;;;;
