fonte,ig_media_id,object_story_id,tipo,data,permalink,legenda
"instagram","17862952227346721","","REELS","2025-02-19T19:30:50+0000","https://www.instagram.com/reel/DGRB6APJ08Q/","🚀 MADE IN LAGUNA PRO MUNDO! 🌍🔋 A maior produtora de baterias de lít"
"instagram","18063779623906883","","FEED","2025-02-18T20:28:43+0000","https://www.instagram.com/p/DGOkMhzp_9h/","COMPROMISSO COM O DESENVOLVIMENTO 💪 Ao lado do governador @jorginhome"
"instagram","18057941180004744","","FEED","2025-02-17T16:36:58+0000","https://www.instagram.com/p/DGLk4UVpaX7/","Entrando pra Trend e percebendo que o tempo passa rápido e a gente se "
"instagram","18485448172060293","","FEED","2025-02-15T15:11:32+0000","https://www.instagram.com/p/DGGRg2bON5-/","NOSSA DEFESA PELO CARATINENSE NAS FILAS! 🛣️💥 Arrasta pro lado e conf"
"instagram","17956842668910517","","REELS","2025-02-14T21:34:28+0000","https://www.instagram.com/reel/DGEXkuMpZG6/","🚁 Prevenção antes da tragédia! O projeto da redragagem dos molhes da "
"instagram","18344010274151684","","REELS","2025-02-12T16:25:10+0000","https://www.instagram.com/reel/DF-qmxtuyk-/","NOSSA LUTA CONTINUA: FILAS, NÃO! 💥 CCR precisa seguir o contrato e re"
"instagram","17973793952817437","","REELS","2025-02-11T11:28:14+0000","https://www.instagram.com/reel/DF7j45MunnM/","🚨 É UM ABSURDO ESSAS FILAS! 💥 A @ccr_oficial tem que nos ouvir! Fila"
"instagram","18083199715607574","","REELS","2025-02-10T22:12:36+0000","https://www.instagram.com/reel/DF6JMYIJGs2/","🗣️Estamos esperando ansiosos pelo projeto da Redragagem. É uma luta c"
"instagram","17868826248225202","","FEED","2025-02-08T15:56:46+0000","https://www.instagram.com/p/DF0VIDnuM0g/","Arrasta pro lado e vê as notícias da semana! ➡️😉"
"instagram","18388624579111762","","REELS","2025-02-07T17:07:15+0000","https://www.instagram.com/reel/DFxxCy-OlM_/","MAIS UM DESAFIO ACEITO ✅ A Comissão de Constituição e Justiça é a mais"
"instagram","17855307231369949","","REELS","2025-02-05T19:45:47+0000","https://www.instagram.com/reel/DFtAc6tyuxf/","CCJ EM BOAS MÃOS! 🫶 Minhas meninas obrigado, papai tá muito feliz! 🥰"
"instagram","17942793968824663","","REELS","2025-02-04T19:54:47+0000","https://www.instagram.com/reel/DFqcsXuyMWC/","📢 INICIATIVA NOSSA, GANHANDO DESTAQUE 💙 O projeto do censo será entr"
"instagram","17911834062071300","","FEED","2025-02-03T17:18:01+0000","https://www.instagram.com/p/DFnmcuIJzBC/","CONCLUÍDO COM SUCESSO ✅ Janeiro foi um mês de muito diálogo e compromi"
"instagram","18053715775887327","","FEED","2025-02-01T20:57:18+0000","https://www.instagram.com/p/DFi19ESS6ND/","Parabéns amigo @juliogarciasc que seu novo biênio como presidente da A"
"instagram","17961195320744795","","REELS","2025-01-31T19:53:25+0000","https://www.instagram.com/reel/DFgJHybyrQr/","JANEIRO INTENSO!🔥🚀 O que podemos ter certeza é que trabalhamos MUITO"
"instagram","17850730155349432","","REELS","2025-01-30T17:14:37+0000","https://www.instagram.com/reel/DFdRxhHpQbp/","🚧 Mobilidade e segurança no Sul de SC! 🚧 Seguimos firmes na luta pel"
"instagram","18059783533772608","","REELS","2025-01-28T20:50:25+0000","https://www.instagram.com/reel/DFYhVV-yXc1/","Precisamos ser ouvidos! 🗣️ A bancada do sul já destinou 5 milhões pro"
"instagram","17915058927061181","","REELS","2025-01-27T16:12:02+0000","https://www.instagram.com/reel/DFVcfQ7uRFI/","📍RIO FORTUNA 👏 Recurso enviado, obra pronta e a gente fiscalizando d"
"instagram","18141990559370077","","REELS","2025-01-23T23:33:53+0000","https://www.instagram.com/reel/DFL8Pc3OCle/","JUNTOS, FAZENDO HISTÓRIA 🚀👊 Hoje é um dia histórico para a comunidad"
"instagram","17923176591006150","","REELS","2025-01-22T21:41:36+0000","https://www.instagram.com/reel/DFJKJr-yElg/","E O SUL DE SANTA CATARINA? 🧐 Precisamos de investimentos em contençõe"
"instagram","18012689960689564","","REELS","2025-01-21T21:51:07+0000","https://www.instagram.com/reel/DFGnE2TyanV/","📍PEDRAS GRANDES! 👏 A visão do prefeito @agnaldofilippi para o turism"
"instagram","18326972980092549","","FEED","2025-01-21T10:48:38+0000","https://www.instagram.com/p/DFFbjXLOJwj/","Alôô Tubarãoo! Hoje não esquece de tomar água e passar protetor solar."
"instagram","17882081778123769","","FEED","2025-01-20T19:40:58+0000","https://www.instagram.com/p/DFDzreDSZsc/","Acompanhando as mudanças da política global, seguimos! 🚀"
"instagram","18048176957331413","","REELS","2025-01-20T12:22:13+0000","https://www.instagram.com/reel/DFDAZr2OzDO/","📍 ORLEANS Investir em saúde é investir na qualidade de vida das pesso"
"instagram","18053230045866457","","REELS","2025-01-16T17:54:58+0000","https://www.instagram.com/reel/DE5UF6ZJC2k/","📍 Cocal do Sul 🚀 Prefeito e toda a equipe farão um excelente mandato"
"instagram","17864492127312613","","REELS","2025-01-14T22:37:42+0000","https://www.instagram.com/reel/DE0qKbJOmnH/","1 Milhão pra nossa amada Nova Veneza! 🚀 @angelaghislandi vai começar "
"instagram","17994212822746835","","FEED","2025-01-13T21:33:47+0000","https://www.instagram.com/p/DEx_Bm5SAJv/","PLAY 2025! ✅ Visitei os prefeitos eleitos da região sul, reforçando no"
"instagram","17918997879041497","","REELS","2025-01-11T17:49:13+0000","https://www.instagram.com/reel/DEsaz5DpX9A/","📍LAGUNA +1 milhão pra nossa linda cidade de Anita. Laguna, você merec"
"instagram","18032154944216008","","REELS","2025-01-10T17:07:41+0000","https://www.instagram.com/reel/DEpxifCpts_/","📍PAULO LOPES! Fui conferir de perto os recursos que conseguimos pra e"
"instagram","17910546135064965","","REELS","2025-01-08T22:22:46+0000","https://www.instagram.com/reel/DElL-s4pqc7/","AUTISMO: PROJETO DO CENSO É PIONEIRO! 🧩 Nossa iniciativa de parceria "
"instagram","18060190183903932","","REELS","2025-01-04T12:12:52+0000","https://www.instagram.com/reel/DEZzUZaR98X/","Isso é o que desejo a você em 2025! 👏 Alguém que te apoie e ajude a c"
"instagram","18056753047784742","","FEED","2025-01-02T12:29:23+0000","https://www.instagram.com/p/DEUr-rrOQqG/","Parabéns, meu irmão @henriquecastropp11! 🎉 Você merece todo esse suce"
"instagram","18057020800945551","","FEED","2024-12-31T20:01:29+0000","https://www.instagram.com/p/DEQWIQDJQqi/","Foram tantos momentos que não cabem em um só álbum, obrigado 2024! 🎉 "
"instagram","18030129536613173","","REELS","2024-12-29T20:31:02+0000","https://www.instagram.com/reel/DELPSTiSwrq/","2025 tá chegando com tudo!!! 🚀"
"instagram","18041457665033379","","FEED","2024-12-25T13:24:44+0000","https://www.instagram.com/p/DEAL9DjOPVD/","FELIZ NATAL! 🎁🎄"
"instagram","17866333263275624","","REELS","2024-12-23T17:07:09+0000","https://www.instagram.com/reel/DD7beoXptHK/","MAIS ENTREGA! 🚙 Entregamos um veículo novo pra Apae de Içara que faz "
"instagram","18044346224513220","","REELS","2024-12-22T21:08:17+0000","https://www.instagram.com/reel/DD5SH-4SQ7z/","Desejamos a vocês um Natal repleto de amor e união!♥️🎁"
"instagram","17974795391796244","","REELS","2024-12-20T21:37:27+0000","https://www.instagram.com/reel/DD0LmJ7yzp_/","🚒🧑‍🚒 ENTREGAMOS! Um carro novinho pra essa instituição que tanto co"
"instagram","18062871937830767","","REELS","2024-12-18T21:22:26+0000","https://www.instagram.com/reel/DDu_yAXSxh6/","ENTREGAS DA BANCADA DO SUL! ✅ 24 milhões a mais na região pelo nosso t"
"instagram","18085262056487679","","REELS","2024-12-17T23:24:02+0000","https://www.instagram.com/reel/DDsp7yuOKZO/","ASSINADO! ✍️ Nosso termo de cooperação para o desenvolvimento do censo"
"instagram","18051624506003893","","REELS","2024-12-16T21:21:42+0000","https://www.instagram.com/reel/DDp0fN4yDFO/","🗳️ Educação que transforma o futuro!📚 Você sabia que a Educação Mora"
"instagram","18034296971380057","","REELS","2024-12-15T14:18:58+0000","https://www.instagram.com/reel/DDmiJRKuvXL/","Making off da série Senna!!!"
"instagram","18111134578432461","","REELS","2024-12-11T22:45:07+0000","https://www.instagram.com/reel/DDdIiqlOO5U/","🚀OVINOCAPRINOCULTURA VALORIZADA! 🐑🐐 🌱 Potencial incrível para cres"
"instagram","18042630452162825","","FEED","2024-12-05T18:29:38+0000","https://www.instagram.com/p/DDNO8yypXzO/","✨ #TBT Especial da Comenda do Legislativo! Um momento marcante onde ti"
"instagram","17948556185882897","","FEED","2024-12-04T00:45:45+0000","https://www.instagram.com/p/DDIwZ0_upbc/","“Hoje é dia da nossa pequena Lelê brilhar! 🌟 Ela está se formando no "
"instagram","18079745014519465","","REELS","2024-12-03T18:16:25+0000","https://www.instagram.com/reel/DDIAOxppH4L/","MATO NAS RODOVIAS! 🌱🛣️🌿 Questionei o estado por esse abandono das r"
"instagram","18073041133620917","","REELS","2024-12-02T17:26:05+0000","https://www.instagram.com/reel/DDFTmWEpgM_/","AUTISMO, eu defendo! 🧩💙 🚨 Conquistas que transformam vidas: 📽️ Lei"
"instagram","17913149570943005","","FEED","2024-11-29T21:59:59+0000","https://www.instagram.com/p/DC-KQH5ypfD/","2024 Que ano! 🎯 Entrando na #Trend e vendo que foi um ano cheio de de"
"instagram","18129305020383086","","FEED","2024-11-28T14:11:35+0000","https://www.instagram.com/p/DC6v2oJOWbk/","SESSÃO ITINERANTE! ✅ Finalizamos com sucesso nossas sessões itinerante"
"instagram","18038960183257874","","FEED","2024-11-22T19:41:52+0000","https://www.instagram.com/p/DCr44fWy2FJ/","MEDALHA🎖️ Agradecemos ao Corpo de Bombeiros Militar de Santa Catarina"
"instagram","18136151725335980","","FEED","2024-11-21T15:45:12+0000","https://www.instagram.com/p/DCo5AGVuzDs/","A PREVENÇÃO É NECESSÁRIA! 🚨 Não podemos só falar das enchentes quando"
"instagram","18313234696166393","","REELS","2024-11-19T22:57:43+0000","https://www.instagram.com/reel/DCkgmnmOeYs/","PROGRESSISTAS! 💙 Nosso partido cada vez mais unido e pronto pros desa"
"instagram","18188862379306266","","REELS","2024-11-19T00:09:14+0000","https://www.instagram.com/reel/DCiDxXxOrtd/","MAIOR HONRARIA DO LEGISLATIVO! 🏅 Um verdadeiro empreendedor visionári"
"instagram","17868448596238091","","REELS","2024-11-16T21:08:52+0000","https://www.instagram.com/reel/DCcl5pXSh3j/","Amor aos animais exige responsabilidade! 🐾❤️ Com uma emenda de R$ 150"
"instagram","17990562182723344","","FEED","2024-11-15T15:48:54+0000","https://www.instagram.com/p/DCZcqDXpbei/","Celebramos um marco fundamental na história do Brasil: a Proclamação d"
"instagram","18044912045492981","","REELS","2024-11-14T19:35:53+0000","https://www.instagram.com/reel/DCXRElYysgo/","Que trabalho lindo! 🧩 Dedicação, união e perseverança pela causa auti"
"instagram","18346267399121080","","REELS","2024-11-14T00:05:30+0000","https://www.instagram.com/reel/DCVLVQHOluM/","ALESC ITINERANTE SERRANA 🌲 A Sessão Itinerante em Lages representando"
"instagram","18019194146324900","","REELS","2024-11-08T22:17:58+0000","https://www.instagram.com/reel/DCIHCUdyYYL/","MEDIDAS PROVISÓRIAS NO CONGRESSO DE 35 ANOS DA CONSTITUIÇÃO DE SC! ✅ U"
"instagram","17965722428687710","","REELS","2024-11-07T23:14:41+0000","https://www.instagram.com/reel/DCFo83RuVwA/","Boas notícias para Santa Catarina! 📰🚀 A empresa argentina IMAP, espe"
"instagram","17953133066844723","","FEED","2024-11-04T20:24:37+0000","https://www.instagram.com/p/DB9nd2ty-jm/","📢 Notícia Boa! 📢 As emendas já estão nas contas das prefeituras! 🎉 "
"instagram","18046968611099018","","REELS","2024-11-01T21:16:58+0000","https://www.instagram.com/reel/DB1-NSZyG0d/","UM CENSO DE AUTISMO 🧩 Um passo essencial para garantir políticas públ"
"instagram","18045961067317088","","FEED","2024-10-30T21:25:45+0000","https://www.instagram.com/p/DBw2fMByBaA/","APOIO, COMPROMISSO E RESULTADO! 🤝✨ Estamos ao lado dos prefeitos e ve"
"instagram","18102572197455060","","REELS","2024-10-29T19:18:23+0000","https://www.instagram.com/reel/DBuCrSKJaHK/","EXAMES RÁPIDOS EM FARMÁCIAS! ✅ Nossa lei já está em vigor e facilita a"
"instagram","18059144938770026","","FEED","2024-10-26T13:59:24+0000","https://www.instagram.com/p/DBlwOjrOnef/","“Orgulho em cada movimento! Minhas meninas arrasaram no festival de ju"
"instagram","17943383852867798","","REELS","2024-10-25T15:51:07+0000","https://www.instagram.com/reel/DBjX19IuNkg/","Trabalhando pelo Sul de Santa Catarina! 💪 Questionamos o andamento da"
"instagram","17906755956043618","","FEED","2024-10-25T13:44:25+0000","https://www.instagram.com/p/DBjJt5nOY1x/","Mais de 3 milhões já enviados! 🎉 Parabéns à querida cidade de Pescari"
"instagram","18052089724936082","","FEED","2024-10-23T21:04:29+0000","https://www.instagram.com/p/DBeyfTUSNyN/","Avanços e Desafios do Anel Viário da SC-108 🛣️ Com apenas 1% da execu"
"instagram","18037922189275127","","REELS","2024-10-21T19:24:28+0000","https://www.instagram.com/reel/DBZdUUwyYCD/","Estágio Visita! 📚 Um programa que faz a diferença na formação polític"
"instagram","18046499393069092","","REELS","2024-10-17T20:03:31+0000","https://www.instagram.com/reel/DBPOme6y-1j/","Hoje é o dia dela. 💕 Do meu amor, aquela que está sempre ao meu lado."
"instagram","18042989213318910","","REELS","2024-10-16T19:11:38+0000","https://www.instagram.com/reel/DBMi8USSS8w/","Garopaba merece sempre mais! 🚀 Mais de 2 milhões foram destinados a d"
"instagram","18043431944046837","","FEED","2024-10-15T22:18:02+0000","https://www.instagram.com/p/DBKUjAOStSy/","Feliz Bodas de Linho pra gente! Que esses nossos 13 anos sejam sempre "
"instagram","18118406194395961","","FEED","2024-10-12T13:47:23+0000","https://www.instagram.com/p/DBBruQ_OApq/","Feliz dia das crianças! 🫶"
"instagram","18344428951133733","","FEED","2024-10-08T21:01:30+0000","https://www.instagram.com/p/DA4KOQ0SNOJ/","Voltamos com tudo! 🚀 CCJ e plenário a todo o vapor para fazer leis ef"
"instagram","18042722450017649","","FEED","2024-10-07T13:11:59+0000","https://www.instagram.com/p/DA0vsl5OLB1/","O SUL ACORDOU MAIS AZUL HOJE! 💙💙💙💙 Quem ganhou ai também, comenta!"
"instagram","18138537610359356","","REELS","2024-10-05T14:48:47+0000","https://www.instagram.com/reel/DAvw2DXOI4b/","QUEM É 1️⃣1️⃣ COMENTA SUA CIDADE! ⬇️✅"
"instagram","17872836675189081","","REELS","2024-10-03T20:37:23+0000","https://www.instagram.com/reel/DArPMs8SPS0/","Nossa Judoca trocou de faixa hoje! 💕✨ Esportes e artes marciais ensin"
"instagram","18354301483138117","","FEED","2024-09-25T14:00:40+0000","https://www.instagram.com/p/DAV7uqrulM0/","APOIE NOSSO TIME! 1️⃣1️⃣✅"
"instagram","18240292147286708","","FEED","2024-09-21T19:46:52+0000","https://www.instagram.com/p/DAMQKyQyj5C/","DIA DE CURTIR A FAMÍLIA! 💕 O colégio @saojosetubarao fez essa festa d"
"instagram","17968066352788839","","FEED","2024-09-18T19:08:23+0000","https://www.instagram.com/p/DAEdYYlyzIa/","🗣️Um pouco de informação pra essa campanha! 🗞️ Compartilha com o can"
"instagram","17960943935801222","","REELS","2024-09-17T21:52:15+0000","https://www.instagram.com/reel/DACKtO2uU9a/","🤣ERROS DE GRAVAÇÃO! 🎬 Foram várias horas trabalhando e gravando para"
"instagram","18249990328249093","","REELS","2024-09-15T14:54:47+0000","https://www.instagram.com/reel/C_8RYnbuztJ/","VALORIZAR A NOSSA REGIÃO!🌍✨ É sobre unir forças para o desenvolviment"
"instagram","18021850415523904","","REELS","2024-09-11T19:59:07+0000","https://www.instagram.com/reel/C_yhiW3ySLT/","Essa é nossa mini Deputada Helena dominando a Assembleia! Quem aguenta"
"instagram","18074079361492791","","REELS","2024-09-07T16:17:22+0000","https://www.instagram.com/reel/C_n04Rqunlh/","🇧🇷LIBERDADE, NÃO RELATIVIZE A VERDADE! 👊 Relativizar a verdade é en"
"instagram","17927110364831008","","REELS","2024-09-06T22:14:37+0000","https://www.instagram.com/reel/C_l47hVO6vz/","SAÚDE EM TREZE DE MAIO 🏥 Nosso recurso bem investido no município, no"
"instagram","18029998100262850","","REELS","2024-09-03T21:48:47+0000","https://www.instagram.com/reel/C_eGg3hy3Rp/","PROJETO DA REESTRUTURAÇÃO DO PORTO DE LAGUNA ✍️ Nossa Bancada do Sul s"
"instagram","17879699688109305","","FEED","2024-09-02T21:05:50+0000","https://www.instagram.com/p/C_beGiRSmY1/","Tempo vai devagar porque ela já tá aprendendo a Marchar! 🇧🇷 Desfile "
"instagram","18100527040436817","","REELS","2024-08-31T22:25:37+0000","https://www.instagram.com/reel/C_WcqmgOGgn/","🚀 Agosto foi uma correria daquelas! 🌪️ Visitando mais de 50 cidades,"
"instagram","18029595905191566","","FEED","2024-08-30T00:22:10+0000","https://www.instagram.com/p/C_RhY_muWk6/","O FUTURO DAS CIDADES ESTÁ AQUI! 🚀 Com um trabalho intenso na região s"
"instagram","18236004316275952","","REELS","2024-08-17T22:21:58+0000","https://www.instagram.com/reel/C-yZL73pu2S/","SC DE PERTO! 🗺️ Política é sobre se conectar verdadeiramente com cada"
"instagram","18072381070551116","","FEED","2024-08-15T22:14:11+0000","https://www.instagram.com/p/C-tPndwO2Ik/","ISSO É POLÍTICA! 👊 É fundamental visitar a região e olhar nos olhos d"
"instagram","18067954132572541","","REELS","2024-08-13T14:40:04+0000","https://www.instagram.com/reel/C-nRc4IO5Yl/","O SEGREDO DA LONGEVIDADE! 😅 A Manu e a Lelê deixaram tudo pronto pra "
"instagram","18035585321285175","","FEED","2024-08-11T11:27:41+0000","https://www.instagram.com/p/C-hycxuugLl/","Obrigado minhas meninas! 😍 Papai ama muito vocês e sinto muito orgulh"
"instagram","18031616897154388","","REELS","2024-08-10T23:55:53+0000","https://www.instagram.com/reel/C-gh6MMuEjU/","Mais de 8 municípios visitados em 36h! ✅ Um roteiro de sucesso onde ve"
"instagram","17900063484017991","","REELS","2024-08-06T21:29:00+0000","https://www.instagram.com/reel/C-V972uJGgz/","VITÓRIA DO PADEL! 🎾 🏓 A Associação de Padelistas Brasileiros foi apr"
"instagram","18047650903870080","","REELS","2024-08-05T15:43:42+0000","https://www.instagram.com/reel/C-SynpCuRnO/","EXAMES EM FARMÁCIAS SANCIONADO! ✅ 🔬📋 A Lei N° 19.011, que permite a "
"instagram","18008659655545820","","FEED","2024-08-04T19:56:12+0000","https://www.instagram.com/p/C-QrFJWpoBU/","APOIANDO AO ESPORTE! 🏆 Taça de Vice-Campeão entregue ao time do Santo"
"instagram","18071655232483426","","FEED","2024-07-30T19:39:05+0000","https://www.instagram.com/p/C-DxJYnJ3Au/","Qual time você está? 👀 Não é só a Manu que tá louca pra acompanhar to"
"instagram","17881801428095335","","REELS","2024-07-29T16:27:24+0000","https://www.instagram.com/reel/C-A18TNuyeR/","PARABÉNS LAGUNA! 🎉 Celebramos com orgulho os 348 anos desta cidade hi"
"instagram","18051156997809687","","FEED","2024-07-28T20:38:33+0000","https://www.instagram.com/p/C9-uXNcJqWi/","PRONTOS PARA FAZER A DIFERENÇA! 🚀 As convenções confirmam: a campanha"
"instagram","17913731129970399","","REELS","2024-07-25T19:22:07+0000","https://www.instagram.com/reel/C922_EPJH29/","ORGULHO EM FAZER PARTE DESSA CONQUISTA 🚀 Olhar lá na frente e ver a c"
"instagram","17991510626667461","","FEED","2024-07-23T19:48:54+0000","https://www.instagram.com/p/C9xwtLfJHJW/","🇮🇹 AMAMOS NOSSAS TRADIÇÕES! Celebrando a cultura e a gastronomia ita"
"instagram","18055592761672722","","REELS","2024-07-21T17:33:31+0000","https://www.instagram.com/reel/C9sWS5SOOMn/","Tirar um tempinho para viajar com a família é fundamental para renovar"
"instagram","18022186193344722","","REELS","2024-07-18T16:44:21+0000","https://www.instagram.com/reel/C9kjQLcu4UB/","AGRADECER O TRABALHO EM EQUIPE! 👊 O projeto da redragagem do Porto at"
"instagram","18128007958362070","","REELS","2024-07-16T17:30:34+0000","https://www.instagram.com/reel/C9fepkju1dF/","Político só dá as caras em época de eleição? 👀 AQUI NÃO TEM ESSA! 👊 "
"instagram","17860258446146821","","FEED","2024-07-15T14:11:08+0000","https://www.instagram.com/p/C9cjsT3JAxX/","DESENVOLVIMENTO LOCAL 🚧 É fundamental que nossas comunidades sejam es"
"instagram","18055675237640457","","FEED","2024-07-13T15:12:12+0000","https://www.instagram.com/p/C9XhF4wpkR6/","CONQUISTAS HISTÓRICAS 🚢 5 milhões da Bancada do Sul para o projeto de"
"instagram","17979412790583777","","REELS","2024-07-12T19:53:03+0000","https://www.instagram.com/reel/C9VcMD9pHHr/","SUL EM FOCO 🌟 Debater os assuntos do Sul do Estado na sessão itineran"
"instagram","18443010643037782","","REELS","2024-07-11T20:35:17+0000","https://www.instagram.com/reel/C9S8USuPyjo/","PROJETO DRAGAGEM ✅ 🌊🚢 Hoje damos um passo importante para a seguranç"
"instagram","18060009598552658","","REELS","2024-07-10T20:38:09+0000","https://www.instagram.com/reel/C9QXYQPpHE6/","FOFOCA BOA! 💥 R$ 5 Milhões serão anunciados amanhã pela Bancada do su"
"instagram","17983734890686239","","REELS","2024-07-08T18:54:23+0000","https://www.instagram.com/reel/C9LBw85J9_n/","TRANSFORMAÇÃO SOCIAL 👏 🌟 Hoje encerramos o ciclo de seminários sobre"
"instagram","18034545241875273","","FEED","2024-07-07T13:14:49+0000","https://www.instagram.com/p/C9H242nufKX/","Te amo Filha! Feliz aniversário, que Deus continue te guiando e abenço"
"instagram","18028047893509802","","FEED","2024-07-05T23:20:06+0000","https://www.instagram.com/p/C9DykVThHB6/","Exames clínicos agora também poderão ser feitos em farmácias de SC htt"
"instagram","18003501056340731","","FEED","2024-07-05T20:17:06+0000","https://www.instagram.com/p/C9Ddn9-RZd4/","O VERDADEIRO LEGISLADOR! Por Milton Alves https://diariodosul.com.br/c"
"instagram","18003771740343892","","REELS","2024-07-04T21:19:14+0000","https://www.instagram.com/reel/C9A_bMtpnEr/","UM RECADO AO STF 💥 O congresso nacional deve legislar sobre esse tema"
"instagram","18438926680047325","","REELS","2024-07-03T19:54:52+0000","https://www.instagram.com/reel/C8-RWZJpSYO/","PROJETO EXAMES NAS FARMÁCIAS, aprovado! ✅ Facilitar a vida do catarine"
"instagram","18057165301617460","","REELS","2024-07-02T21:33:12+0000","https://www.instagram.com/reel/C8730KgplUx/","Apresentação emocionante! 👏 Parabéns @orquestra.teresinha pelo trabal"
"instagram","18443004073001088","","FEED","2024-07-01T12:09:06+0000","https://www.instagram.com/p/C84SmSyNvrG/","Sempre em defesa da INCLUSÃO! 🙌"
"instagram","18190491874289953","","FEED","2024-06-30T15:43:27+0000","https://www.instagram.com/p/C82GVW5uPx0/","Com esse friozinho aquela deliciosa sopa na 114ª Festa de São Pedro em"
"instagram","18320871625180042","","FEED","2024-06-27T13:10:09+0000","https://www.instagram.com/p/C8uGZxuIIrd/","Saudade Delas! ❤ @brubrunelcollaco @manu_brunel_collaco"
"instagram","17869342095117344","","REELS","2024-06-26T19:30:40+0000","https://www.instagram.com/reel/C8sNDohJJkW/","MAIS DE 5️⃣ MILHÕES! 🌽 TUBARÃO 📍Pavimentação da rua Adolfo José de S"
"instagram","18035415400979752","","FEED","2024-06-24T12:09:07+0000","https://www.instagram.com/p/C8mRCRXPxig/","Precisamos de atenção ao desenvolvimento das nossas cidades! 👊"
"instagram","18029635094507782","","FEED","2024-06-22T11:47:12+0000","https://www.instagram.com/p/C8hE8AkuSct/","O ESPORTE MUDA VIDAS! 👊 Estamos entusiasmados com as skatistas catari"
"instagram","17890475370028233","","REELS","2024-06-20T21:53:20+0000","https://www.instagram.com/reel/C8dAZbKOTQj/","VISITE O FAROL DE LAGUNA! 🌅✨ ACERTOU QUEM PENSOU NO FAROL DE SANTA MA"
"instagram","18260623186245638","","FEED","2024-06-20T12:09:08+0000","https://www.instagram.com/p/C8b92zsPQjE/","NOS TEMPOS ATUAIS VIVEMOS O QUE FALAMOS LÁ ÁTRAS! #TBT No Senado, deba"
"instagram","18033373846998113","","FEED","2024-06-18T22:10:20+0000","https://www.instagram.com/p/C8X5EgXOI7i/","Nosso projeto ganhando destaque! ✨ Os exames nas farmácias facilitará "
"instagram","17942478560821679","","FEED","2024-06-14T15:43:21+0000","https://www.instagram.com/p/C8M5mmOu8G4/","É US GURI! 💥 A caminhada começa agora e vai até outubro, rumo a uma g"
"instagram","18036447616791528","","REELS","2024-06-11T20:14:03+0000","https://www.instagram.com/reel/C8Fo5KeplQT/","APROVADO NA CCJ ✅ 🇮🇹🍽️ O Tombo da Polenta como patrimônio cultural "
"instagram","18016073249357569","","FEED","2024-06-09T00:53:24+0000","https://www.instagram.com/p/C7-bx_axi_8/","Momento de muita oração onde nos preenchemos de fé e amor. Recebendo a"
"instagram","18003425057335075","","FEED","2024-06-08T16:55:08+0000","https://www.instagram.com/p/C79lDH1Rd-6/","Nosso pré-candidato a prefeito de Gravatal, Clei, está mais do que pre"
"instagram","18029784170106967","","FEED","2024-06-08T00:01:54+0000","https://www.instagram.com/p/C77xF8FOxne/","QUE PRESENTE DE JAGUARUNA! Obrigado a todos pelo reconhecimento do tra"
"instagram","17902597562991876","","FEED","2024-06-05T22:15:26+0000","https://www.instagram.com/p/C72bUaUuW3T/","PASSANDO PRA AVISAR 🗣️ Que o seminário estadual Autismo de Joinville "
"instagram","17936743805837431","","FEED","2024-06-04T13:18:03+0000","https://www.instagram.com/p/C7y5BnaOGGR/","Querido Pai, hoje é dia de te lembrar o quanto você me inspira, o quan"
"instagram","18070311961516168","","FEED","2024-06-02T14:57:29+0000","https://www.instagram.com/p/C7t60OYuaW9/","Quem aí aceita uma tainha na telha? 🤤🐟 Pode ir pra Quermesse em Garo"
"instagram","17875035204092327","","REELS","2024-06-01T15:18:37+0000","https://www.instagram.com/reel/C7rX3n5u-gz/","CHEIRINHO DE SUCESSO! 💥 Destinamos 1,5 milhão para reperfilagem de ru"
"instagram","18334287667190356","","FEED","2024-05-31T16:28:59+0000","https://www.instagram.com/p/C7o7sjEufdh/","Um absurdo! 💥"
"instagram","18072758644457369","","REELS","2024-05-29T21:40:02+0000","https://www.instagram.com/reel/C7kT53uuIaY/","CAMPEÕES DE JIU-JITSU DE PESCARIA BRAVA! 🥋🏆 Homenagem aos talentosos"
"instagram","17982899756523729","","FEED","2024-05-28T20:16:03+0000","https://www.instagram.com/p/C7hnTDQJtnF/","🎙️ Novo episódio! O podcast Ordem do Dia @assembleiasc 💬 foi muito l"
"instagram","18440615629041985","","REELS","2024-05-27T12:31:46+0000","https://www.instagram.com/reel/C7eNCUoOtLs/","🎉🎂 Parabéns, Tubarão! Hoje você completa 154 anos de história e forç"
"instagram","18061582867577468","","REELS","2024-05-26T14:05:50+0000","https://www.instagram.com/reel/C7by435OOYU/","MAIO LARANJA, CONSCIENTIZE-SE! 🧡 Precisamos nos unirmos contra o abus"
"instagram","18029268899290573","","REELS","2024-05-24T18:54:48+0000","https://www.instagram.com/reel/C7XJjKeJ6df/","A REGIÃO SUL MAIS DESENVOLVIDA!🌟 Com portos, aeroportos e duplicações"
"instagram","18049952635634855","","FEED","2024-05-22T20:41:14+0000","https://www.instagram.com/p/C7SNaN7JMPc/","UNIDOS PELO COMBATE AO CÂNCER🌸 Na Rede Feminina de Combate ao Câncer "
"instagram","18239212990252163","","REELS","2024-05-22T14:38:19+0000","https://www.instagram.com/reel/C7RioHgu2xi/","O PROJETO DO DUODÉCIMO DA DEFESA CIVIL! 👊 ✅ Aprovamos a PEC que garan"
