ig_media_id,data,tipo,tema,status,motivo,alvo,engajamento,curtidas,comentarios,legenda,permalink
17898516051305004,2026-06-01,REELS,Atualidades,removido,base de atualidades cai,,632,595,37,🇧🇷 O BRASIL PRECISA VOLTAR A ENSINAR VALORES Estamos formando geraçõ,https://www.instagram.com/reel/DZDNYkdgMZL/
18379089121125071,2025-08-17,REELS,Obras e Entregas,removido,curadoria manual (linha 6),cidade da obra,621,599,22,OBRA CONCLUÍDA E VEM MAIS POR AÍ! 🚀 Cheirinho de asfalto novo na estr,https://www.instagram.com/reel/DNdrGY-OXzj/
18083835709674126,2025-05-27,FEED,Institucional / Agenda,removido,reunião com Jorginho,,602,583,19,Reunião produtiva com o Governador @jorginhomello e a bancada do Progr,https://www.instagram.com/p/DKKRzJlujpZ/
18027752008915328,2024-02-27,REELS,Institucional / Agenda,removido,fora de 2025-2026,,589,517,72,"O JOAQUIM FALOU, Tá falado! 😉 A cartilha “Sou diferente, e daí?” Será",https://www.instagram.com/reel/C33lk3ZOl4Q/
17974795391796244,2024-12-20,REELS,Obras e Entregas,removido,fora de 2025-2026,,573,541,32,🚒🧑‍🚒 ENTREGAMOS! Um carro novinho pra essa instituição que tanto co,https://www.instagram.com/reel/DD0LmJ7yzp_/
17981802974649158,2024-04-20,REELS,Institucional / Agenda,removido,fora de 2025-2026,,573,469,104,A SELEÇÃO DA BOA POLÍTICA 🇧🇷 Essa taça a gente ergue com orgulho. 🏆,https://www.instagram.com/reel/C5_QOxJOrIU/
17973793952817437,2025-02-11,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,569,518,51,🚨 É UM ABSURDO ESSAS FILAS! 💥 A @ccr_oficial tem que nos ouvir! Fila,https://www.instagram.com/reel/DF7j45MunnM/
17920489784962480,2025-04-04,REELS,Obras e Entregas,removido,curadoria manual (linha 7),cidade da obra,562,506,56,"🚧 Promessa feita, promessa cumprida! 💪 Hoje entregamos mais uma obra",https://www.instagram.com/reel/DICkD46J_M5/
18122907250620732,2026-04-20,REELS,Cultura e Tradição,avaliar,sem regra (revisar),,559,549,10,TRADIÇÃO QUE SEGUE VIVA 🤠 Não é só um galpão. É história. É identidad,https://www.instagram.com/reel/DXXfaTDgYUU/
17953865129794752,2025-03-23,REELS,Institucional / Agenda,aprovado,mandato chegando na cidade,Tubarão,550,507,43,Nosso mandato tá chegando aí na sua cidade! 😉 Trabalhando por quem ma,https://www.instagram.com/reel/DHi-0aZOu9b/
18092004025920056,2026-04-17,REELS,Institucional / Agenda,removido,não foi sorte foi trabalho,,546,487,59,NÃO FOI SORTE. FOI TRABALHO 💪 Falar que Santa Catarina “ganhou tudo” ,https://www.instagram.com/reel/DXP619fAG0C/
18035991391477628,2023-05-16,REELS,Cultura e Tradição,removido,fora de 2025-2026,,539,508,31,Uma festa que aquece corações! 🎉 Recebi um convite especial para a 33,https://www.instagram.com/reel/CsUbRVQO5YG/
18038960183257874,2024-11-22,FEED,Segurança,removido,fora de 2025-2026,,534,522,12,MEDALHA🎖️ Agradecemos ao Corpo de Bombeiros Militar de Santa Catarina,https://www.instagram.com/p/DCr44fWy2FJ/
18159003913286904,2023-01-25,FEED,Institucional / Agenda,removido,fora de 2025-2026,,531,471,60,Chegou o dia! Convido você para a cerimônia de posse como deputado est,https://www.instagram.com/p/Cn2poIzuTFH/
17910507897141496,2025-06-08,FEED,Cultura e Tradição,avaliar,sem regra (revisar),,518,509,9,"🎉 FESTA JUNINA NA PASSAGEM! 🌽🔥 De 5 a 12 de junho, a Praça da Igrej",https://www.instagram.com/p/DKn6MsxIn3g/
18092249629773348,2025-09-27,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,515,491,24,PROJETO ASSINADO! 📑🌊 Assinamos o contrato para elaboração do projeto,https://www.instagram.com/reel/DPHWKnsgF2k/
17899687746225672,2026-01-29,REELS,Obras e Entregas,aprovado,obra/entrega (direcionar p/ cidade),Nova Veneza,507,489,18,ENTREGA QUE VALORIZA QUEM CUIDA DE TODOS 💙🚐 Mais do que uma van: é u,https://www.instagram.com/reel/DUG-karAWrd/
18279707899264318,2025-05-28,REELS,Cultura e Tradição,avaliar,sem regra (revisar),,502,467,35,É FESTA!🎉A apresentação da @camerataflorianopolis foi maravilhosa fec,https://www.instagram.com/reel/DKNTQcNJw4m/
18047555221535096,2024-02-15,REELS,Educação,removido,fora de 2025-2026,,502,434,68,3 MILHÕES! 🌽🌽🌽 O Centro de Educação infantil Prof. Joelma de Bona f,https://www.instagram.com/reel/C3YUCfTui0Z/
17856955958913461,2023-02-28,REELS,Institucional / Agenda,removido,fora de 2025-2026,,480,445,35,Dias corridos nos fazem agradecer por estarmos vivos e trabalhando! 🚀,https://www.instagram.com/reel/CpOV8l_DwtA/
18057291323452552,2025-09-03,REELS,Segurança,removido,segurança (todos fora),,474,462,12,PROERD PARABÉNS! 👏 Ver a minha Manuzinha nesse programa enche meu cor,https://www.instagram.com/reel/DOJa3OigOz0/
17963733500647497,2023-11-02,REELS,Institucional / Agenda,removido,fora de 2025-2026,,474,347,127,🚨PRECISO DA AJUDA DE VOCÊS 👇🏼 Manuzinha quer que esse vídeo chegue ,https://www.instagram.com/reel/CzJS-_7Oc6i/
17895362267711503,2023-03-27,REELS,Institucional / Agenda,removido,fora de 2025-2026,,469,445,24,🤓Fique atento: O lançamento da Frente Parlamentar em Defesa da Pessoa,https://www.instagram.com/reel/CqTlN0FD2gE/
18004257872426892,2024-04-16,REELS,Institucional / Agenda,removido,fora de 2025-2026,,467,416,51,🕕6 HORAS! Um absurdo que conhecemos muito bem! Enquanto o sul ficou i,https://www.instagram.com/reel/C51xVloO02U/
17942793968824663,2025-02-04,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,460,419,41,"📢 INICIATIVA NOSSA, GANHANDO DESTAQUE 💙 O projeto do censo será entr",https://www.instagram.com/reel/DFqcsXuyMWC/
18011808277987184,2023-11-04,FEED,Institucional / Agenda,removido,fora de 2025-2026,,458,432,26,Sem palavras! ❤️💚,https://www.instagram.com/p/CzPg8RqOSv2/
17850730155349432,2025-01-30,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,457,422,35,🚧 Mobilidade e segurança no Sul de SC! 🚧 Seguimos firmes na luta pel,https://www.instagram.com/reel/DFdRxhHpQbp/
18063154037225782,2025-07-16,REELS,Educação,removido,universidade gratuita,,456,422,34,🎓 UNIVERSIDADE GRATUITA! 💥 Tem gente se endividando por acreditar em,https://www.instagram.com/reel/DML5pjEp1Mk/
18065668043088437,2025-05-07,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,454,430,24,🌎 Uma ferrovia pode mudar tudo. 🚂 Santa Catarina no centro de uma ro,https://www.instagram.com/reel/DJXjc4SpTRz/
18052194983469967,2026-02-08,REELS,Saúde,avaliar,saúde (avaliar),Sul-SC,450,425,25,"ESPORTES COM ESTRUTURA ⚽️🏟️ Mais que futebol: é convivência, saúde e ",https://www.instagram.com/reel/DUgBjIcgMSH/
18069643852793040,2025-05-24,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,448,432,16,Que Jesus esteja sempre contigo. Te amamos filha! ❤️ Um dia especial e,https://www.instagram.com/p/DKDUZW8RZHc/
18043101259470213,2023-07-13,REELS,Institucional / Agenda,removido,fora de 2025-2026,,448,372,76,"PARABÉNS, PEPÊ! 🎊 Hoje, nós confiscamos o Instagram do Pepê pra que e",https://www.instagram.com/reel/CuotbjGO-kY/
18163008562362698,2026-01-04,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,444,436,8,"🛢️ DITADURA, OURO E INTERESSES ESCONDIDOS 💰 Sim, Maduro é um ditador",https://www.instagram.com/reel/DTG0zjyDUvf/
17942419910712543,2023-10-17,FEED,Institucional / Agenda,removido,fora de 2025-2026,,437,383,54,"Hoje é o dia dela, minha morena, que está cada dia mais linda. Ela é o",https://www.instagram.com/p/CygK-LpOvo5/
18026794687925759,2024-02-06,FEED,Institucional / Agenda,removido,fora de 2025-2026,,433,419,14,Vem pro Gabinete 34! 🚀 Aqui tá faltando algumas pessoas que fazem par,https://www.instagram.com/p/C3BVsT9urWF/
17988282413654369,2025-04-27,REELS,Cultura e Tradição,avaliar,sem regra (revisar),,432,410,22,TRADIÇÃO EM AÇÃO 🇮🇹🔥🐎 Celebrando os 148 anos da imigração italiana,https://www.instagram.com/reel/DI9sgr3pCy7/
18363198670147210,2025-06-24,REELS,Educação,removido,universidade gratuita,,431,362,69,📚 MAIS INCLUSÃO NO UNIVERSIDADE GRATUITA! Defendi a inclusão dos alun,https://www.instagram.com/reel/DLTFQc_JAxJ/
18043431944046837,2024-10-15,FEED,Institucional / Agenda,removido,fora de 2025-2026,,426,392,34,Feliz Bodas de Linho pra gente! Que esses nossos 13 anos sejam sempre ,https://www.instagram.com/p/DBKUjAOStSy/
17991138830064574,2023-06-04,FEED,Institucional / Agenda,removido,fora de 2025-2026,,422,380,42,"Meu querido pai, o Galo velho da família, tá comemorando mais um ano d",https://www.instagram.com/p/CtEsvXruOhF/
18019194146324900,2024-11-08,REELS,Atualidades,removido,fora de 2025-2026,,417,393,24,MEDIDAS PROVISÓRIAS NO CONGRESSO DE 35 ANOS DA CONSTITUIÇÃO DE SC! ✅ U,https://www.instagram.com/reel/DCIHCUdyYYL/
18042722450017649,2024-10-07,FEED,Institucional / Agenda,removido,fora de 2025-2026,,411,378,33,"O SUL ACORDOU MAIS AZUL HOJE! 💙💙💙💙 Quem ganhou ai também, comenta!",https://www.instagram.com/p/DA0vsl5OLB1/
17977299791000487,2023-02-09,FEED,Institucional / Agenda,removido,fora de 2025-2026,,405,375,30,☕️Começando o dia com uma boa conversa com o Governador @jorginhomello,https://www.instagram.com/p/CoccME5us7a/
17862952227346721,2025-02-19,REELS,Rural e Agro,removido,agro sem realização,,401,346,55,🚀 MADE IN LAGUNA PRO MUNDO! 🌍🔋 A maior produtora de baterias de lít,https://www.instagram.com/reel/DGRB6APJ08Q/
17961195320744795,2025-01-31,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,401,339,62,JANEIRO INTENSO!🔥🚀 O que podemos ter certeza é que trabalhamos MUITO,https://www.instagram.com/reel/DFgJHybyrQr/
17881364808282124,2025-10-06,REELS,Obras e Entregas,removido,Pescaria Brava (todos fora),,396,361,35,"🌦️ Faça chuva, faça sol, tem obra em Pescaria Brava! Hoje foi dia de ",https://www.instagram.com/reel/DPey-4XkS4x/
17912743094696505,2023-07-13,REELS,Institucional / Agenda,removido,fora de 2025-2026,,396,346,50,"SURPRESA! 🎉 Entre lideranças, amigos, família e equipe percebo o quan",https://www.instagram.com/reel/CupieS9sHkG/
18050980193640332,2025-09-25,REELS,Cultura e Tradição,avaliar,sem regra (revisar),,393,370,23,"👘✨ Hoje viemos de YUKATA, a roupa tradicional japonesa de verão, para",https://www.instagram.com/reel/DPCouFjjb2r/
18461491570079882,2025-04-25,REELS,Obras e Entregas,removido,curadoria manual (linha 10),cidade da obra,393,312,81,SEXTOUU COM CHEIRINHO DE ASFALTO NOVO! 🎉 Essa é a revitalização da SC,https://www.instagram.com/reel/DI4JyZ2pTro/
17958507701253372,2023-01-01,FEED,Institucional / Agenda,removido,fora de 2025-2026,,393,380,13,Que ano pra ficar na memoria! Só tenho que agradecer esse maravilhoso ,https://www.instagram.com/p/Cm4YLcNOzXr/
17913346503105622,2025-06-02,REELS,Obras e Entregas,aprovado,mandato chegando na cidade,Imbituba,391,315,76,VAI TER CANTEIRO DE OBRA NOSSA EM IMBITUBA!🚧 O mandato tá chegando em,https://www.instagram.com/reel/DKaMajDpBO1/
17947013960391346,2023-03-01,REELS,Institucional / Agenda,removido,fora de 2025-2026,,388,350,38,3️⃣ coisas que aprendi em um mês como deputado estadual! ✅ #santacatar,https://www.instagram.com/reel/CpQ1XDTD0fP/
18030967090917910,2024-03-13,REELS,Autismo / TEA,removido,fora de 2025-2026,,387,358,29,🧩SEMINÁRIO DE AUTISMO! Anote as datas: 📍Tubarão (22/03) 📍Fraiburgo ,https://www.instagram.com/reel/C4d4SiKue_n/
17948556185882897,2024-12-04,FEED,Institucional / Agenda,removido,fora de 2025-2026,,384,363,21,“Hoje é dia da nossa pequena Lelê brilhar! 🌟 Ela está se formando no ,https://www.instagram.com/p/DDIwZ0_upbc/
18053230045866457,2025-01-16,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,383,322,61,📍 Cocal do Sul 🚀 Prefeito e toda a equipe farão um excelente mandato,https://www.instagram.com/reel/DE5UF6ZJC2k/
18026356957558651,2023-06-24,REELS,Institucional / Agenda,removido,fora de 2025-2026,,378,370,8,"SC NO GLOBO REPÓRTER! 😎 Foi lindo ver nossas ondas, nossos vinhos, no",https://www.instagram.com/reel/Ct4s2gds_T3/
18010413140118092,2024-04-08,REELS,Institucional / Agenda,removido,fora de 2025-2026,,370,325,45,ABSURDO NO BAIRRO SÃO CRISTÓVÃO! 👊 A CCR tem que repensar a mobilidad,https://www.instagram.com/reel/C5hBdN1uhP6/
18044346224513220,2024-12-22,REELS,Institucional / Agenda,removido,fora de 2025-2026,,369,342,27,Desejamos a vocês um Natal repleto de amor e união!♥️🎁,https://www.instagram.com/reel/DD5SH-4SQ7z/
18092955907708305,2025-09-05,REELS,Rural e Agro,aprovado,agro com realização,Braço do Norte,368,346,22,AGRO MAIS FORTE EM BRAÇO DO NORTE 🚜🌱 Renovamos a frota de tratores n,https://www.instagram.com/reel/DOOeN2DDeiD/
18188862379306266,2024-11-19,REELS,Institucional / Agenda,removido,fora de 2025-2026,,364,330,34,MAIOR HONRARIA DO LEGISLATIVO! 🏅 Um verdadeiro empreendedor visionári,https://www.instagram.com/reel/DCiDxXxOrtd/
17957399348589448,2023-05-06,REELS,Institucional / Agenda,removido,fora de 2025-2026,,362,330,32,Bora aprender a fazer Mac & Cheese com a Manu e a Lelê! 🧀,https://www.instagram.com/reel/Cr6oQWYMbXY/
18388624579111762,2025-02-07,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,358,307,51,MAIS UM DESAFIO ACEITO ✅ A Comissão de Constituição e Justiça é a mais,https://www.instagram.com/reel/DFxxCy-OlM_/
18031645546560194,2023-08-23,FEED,Atualidades,removido,fora de 2025-2026,,358,344,14,"Entre Senadores, Deputados Federais, audiências públicas, ANTT, o dia ",https://www.instagram.com/p/CwTfDDXO7Ws/
18035806756465302,2023-05-04,REELS,Institucional / Agenda,removido,fora de 2025-2026,,352,124,228,PORTO DE IMBITUBA 🚢 O porto recebeu a Licença Ambiental de Instalação,https://www.instagram.com/reel/Cr1cSntuekS/
18093782258073617,2026-02-16,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,351,321,30,"CARNAVAL OU CAMPANHA? 🎭 O que aconteceu neste domingo foi inédito e, ",https://www.instagram.com/p/DU04ub-AJr2/
17942478560821679,2024-06-14,FEED,Institucional / Agenda,removido,fora de 2025-2026,,348,323,25,"É US GURI! 💥 A caminhada começa agora e vai até outubro, rumo a uma g",https://www.instagram.com/p/C8M5mmOu8G4/
17999487377500480,2023-10-25,REELS,Obras e Entregas,removido,fora de 2025-2026,,341,296,45,"ENTREGANDO UM PRESENTE! 🎁 Nós desejamos o melhor para Pescaria Brava,",https://www.instagram.com/reel/Cy0_gWsuSvq/
17882554086023506,2024-03-18,FEED,Institucional / Agenda,removido,fora de 2025-2026,,338,330,8,Que emocionante presenciar a alegria de um universitário se formando e,https://www.instagram.com/p/C4rMDaKOqW5/
17942062581052834,2025-09-15,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,337,321,16,REGULARIZAÇÃO NA BALEIA FRANCA 🏠✅ A Advocacia-Geral da União autorizo,https://www.instagram.com/p/DOo5XkVDb2T/
18067954132572541,2024-08-13,REELS,Institucional / Agenda,removido,fora de 2025-2026,,337,285,52,O SEGREDO DA LONGEVIDADE! 😅 A Manu e a Lelê deixaram tudo pronto pra ,https://www.instagram.com/reel/C-nRc4IO5Yl/
17972073752166586,2023-05-27,REELS,Institucional / Agenda,removido,fora de 2025-2026,,337,290,47,"Parabéns, Tubarão! 🦈🎉 Hoje comemoramos 153 anos da Cidade Azul. Minh",https://www.instagram.com/reel/Csv9QHONFjb/
18105413911608047,2025-10-15,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,330,310,20,"Que Deus continue abençoando o nosso casamento, fortalecendo o amor e ",https://www.instagram.com/p/DP12XdKgZcn/
18039625277407811,2025-02-28,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,329,312,17,🎶🪩PLAYLIST DO GABINETE 34 💃🕺 Ouça com a gente os Hits escolhidos p,https://www.instagram.com/reel/DGoauz3pbAl/
18032154944216008,2025-01-10,REELS,Obras e Entregas,aprovado,obra/entrega (direcionar p/ cidade),Paulo Lopes,329,301,28,📍PAULO LOPES! Fui conferir de perto os recursos que conseguimos pra e,https://www.instagram.com/reel/DEpxifCpts_/
17913149570943005,2024-11-29,FEED,Institucional / Agenda,removido,fora de 2025-2026,,327,302,25,2024 Que ano! 🎯 Entrando na #Trend e vendo que foi um ano cheio de de,https://www.instagram.com/p/DC-KQH5ypfD/
18380122087135090,2025-07-11,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,325,204,121,QUEM PAGA O PREÇO DESSA IRRESPONSABILIDADE SOMOS NÓS! 😒 Deixe sua opi,https://www.instagram.com/p/DL-Un1QOTCl/
17917087256910051,2024-04-22,REELS,Obras e Entregas,removido,fora de 2025-2026,,325,273,52,Redragagem do Rio Tubarão! 👀 É crucial atualizar o projeto para evita,https://www.instagram.com/reel/C6E_4F0OiNx/
18083640998403325,2026-06-18,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,320,270,50,🔥 FORÇA. UNIÃO. RESULTADOS. Que noite especial! Mais de 400 liderança,https://www.instagram.com/reel/DZtNrd1tou9/
18089607424813083,2025-08-29,REELS,Institucional / Agenda,avaliar,sem regra (revisar),Tubarão,320,308,12,🤝✨ Hoje é um dia especial para Tubarão! Destinamos R$100 mil para o C,https://www.instagram.com/reel/DN86PPCAb4u/
18313234696166393,2024-11-19,REELS,Institucional / Agenda,removido,fora de 2025-2026,,319,291,28,PROGRESSISTAS! 💙 Nosso partido cada vez mais unido e pronto pros desa,https://www.instagram.com/reel/DCkgmnmOeYs/
18089584849980708,2025-12-09,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,318,310,8,🏅 Reconhecimento a quem faz a diferença em Santa Catarina Na noite de,https://www.instagram.com/reel/DSBkZbqDSpV/
17938283348489864,2023-02-07,FEED,Institucional / Agenda,removido,fora de 2025-2026,,314,292,22,Que honra ser LÍDER DA BANCADA PROGRESSISTA! 👏 Agradeço a confiança d,https://www.instagram.com/p/CoXT_4aOaJL/
18070311961516168,2024-06-02,FEED,Institucional / Agenda,removido,fora de 2025-2026,,311,297,14,Quem aí aceita uma tainha na telha? 🤤🐟 Pode ir pra Quermesse em Garo,https://www.instagram.com/p/C7t60OYuaW9/
18004803532779758,2023-08-08,FEED,Institucional / Agenda,removido,fora de 2025-2026,,311,287,24,Manuzinha aprovou vários projetos hoje na Comissão de Constituição e J,https://www.instagram.com/p/CvsFioeOAfm/
18171636766335912,2025-05-17,REELS,Cultura e Tradição,avaliar,sem regra (revisar),,308,290,18,"TOMBO DA POLENTA: TRADIÇÃO QUE NOS UNE!🇮🇹 Uma panela gigante, muita ",https://www.instagram.com/reel/DJwkgU0OWtF/
17993413679075746,2023-07-10,REELS,Educação,removido,fora de 2025-2026,,307,169,138,UNIVERSIDADE GRATUITA É APROVADA NAS COMISSÕES! ✅ As Comissões de Cons,https://www.instagram.com/reel/CuhrFV3Rtik/
18076342364419956,2026-03-12,REELS,Autismo / TEA,aprovado,TEA/autismo (fica todos),Público autismo / SC,306,269,37,VÍNCULO TAMBÉM ENSINA 💙 Uma criança com autismo não precisa recomeçar,https://www.instagram.com/reel/DVzNyB_gEee/
17994087407258677,2023-10-10,REELS,Obras e Entregas,removido,fora de 2025-2026,,304,273,31,POVO DE TUBARÃO! 🗣️ A redragagem do Rio Tubarão é fundamental para am,https://www.instagram.com/reel/CyO_0HlObf5/
18096879533276749,2026-04-18,REELS,Esporte,removido,esporte sem realização,,303,268,35,Um jogo de tênis com o mestre @esperidiaoamin! 🎾,https://www.instagram.com/reel/DXSpzuzDbPb/
17940545738551674,2023-02-02,REELS,Institucional / Agenda,removido,fora de 2025-2026,,303,266,37,Hoje é dia de #TBT e já podemos relembrar da posse de ontem?🫣 Ficamos,https://www.instagram.com/reel/CoLL2rgjy4V/
17918997879041497,2025-01-11,REELS,Institucional / Agenda,avaliar,sem regra (revisar),Laguna,301,276,25,"📍LAGUNA +1 milhão pra nossa linda cidade de Anita. Laguna, você merec",https://www.instagram.com/reel/DEsaz5DpX9A/
18075823358669442,2026-06-04,REELS,Cultura e Tradição,aprovado,La bella polenta,Região,300,279,21,🍝🇮🇹 LA BELLA POLENTA! 🇮🇹🍝 Tem sabores que alimentam muito mais d,https://www.instagram.com/reel/DZK3rAIAXMM/
17875035204092327,2024-06-01,REELS,Institucional / Agenda,removido,fora de 2025-2026,,300,252,48,"CHEIRINHO DE SUCESSO! 💥 Destinamos 1,5 milhão para reperfilagem de ru",https://www.instagram.com/reel/C7rX3n5u-gz/
17973490448421447,2023-07-05,FEED,Institucional / Agenda,removido,fora de 2025-2026,,300,277,23,Tô super moderninho! 😂 Até que a Inteligência Artificial foi boazinha,https://www.instagram.com/p/CuUkWf6OZrn/
18064463291059195,2025-04-16,REELS,Institucional / Agenda,avaliar,sem regra (revisar),Tubarão,297,263,34,VITÓRIA PARA O RIO TUBARÃO! ✅ O GOVERNO DO ESTADO VAI INCLUIR A REDRAG,https://www.instagram.com/reel/DIhbyUfJ64i/
18066389407408354,2023-07-27,REELS,Cultura e Tradição,removido,fora de 2025-2026,,297,289,8,Você já foi nessa igreja? 🙏 📍 Igreja Matriz Santo Antônio dos Anjos ,https://www.instagram.com/reel/CvNEIa8Lx0j/
17952983864958171,2025-05-19,REELS,Cultura e Tradição,avaliar,sem regra (revisar),,296,268,28,100 anos de Santa Teresinha Hoje a Igreja celebra 100 anos da canoniza,https://www.instagram.com/reel/DJ1L0SfuSBB/
18132719599509427,2026-02-14,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,292,280,12,LINDA DEMAIS! 🎉 Ontem a passarela Negro Querido estava simplesmente e,https://www.instagram.com/p/DUvzqesgOox/
18166739050347631,2025-07-04,FEED,Esporte,removido,esporte sem realização,,292,270,22,VAMO PRA SEMIFINAL!❤️🤍💚 Só quem é tricolor sabe o que foi esse jogo!,https://www.instagram.com/p/DLtAP-qJHN1/
17866189028910191,2023-04-19,REELS,Educação,removido,fora de 2025-2026,,291,276,15,MAIS SEGURANÇA NAS ESCOLAS! 👮‍♂️ Aprovamos o projeto que coloca os CT,https://www.instagram.com/reel/CrPBBR6NIm4/
17951704328334723,2023-03-04,FEED,Obras e Entregas,removido,fora de 2025-2026,,291,278,13,"Pra obras que mudam a vida das pessoas, nós batemos palmas! 👏 A ponte",https://www.instagram.com/p/CpYg9eXu_Cj/
17919435150095663,2025-06-05,REELS,Autismo / TEA,aprovado,TEA/autismo (fica todos),Público autismo / SC,286,257,29,📊 DADOS DOS AUTISTAS EM SC! 🧩 A apresentação do @ibgeoficial foi um ,https://www.instagram.com/reel/DKh0aG-RXU5/
17855307231369949,2025-02-05,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,285,254,31,"CCJ EM BOAS MÃOS! 🫶 Minhas meninas obrigado, papai tá muito feliz! 🥰",https://www.instagram.com/reel/DFtAc6tyuxf/
17863830918633197,2026-06-15,REELS,Obras e Entregas,aprovado,obra/entrega (direcionar p/ cidade),Tubarão,284,256,28,ABRINDO CAMINHO! 🚧 Uma obra que representa muito mais do que asfalto.,https://www.instagram.com/reel/DZnWAjJhOVa/
17948042933347679,2023-02-21,FEED,Institucional / Agenda,removido,fora de 2025-2026,,283,280,3,"🎉O carnaval foi em família, entre amigos, prestigiando os eventos de ",https://www.instagram.com/p/Co8HN9juYpO/
18303098686281511,2025-12-01,REELS,Institucional / Agenda,avaliar,sem regra (revisar),Capivari de Baixo,282,263,19,🚨🚐 Você viu isso? Capivari de Baixo acaba de ganhar um reforço que m,https://www.instagram.com/reel/DRuuj4sAAG3/
18030129536613173,2024-12-29,REELS,Institucional / Agenda,removido,fora de 2025-2026,,280,252,28,2025 tá chegando com tudo!!! 🚀,https://www.instagram.com/reel/DELPSTiSwrq/
17988664111711316,2023-02-14,FEED,Educação,removido,fora de 2025-2026,,279,210,69,Universidade para Todos é o assunto da nossa tribuna hoje! ✅ Ficamos f,https://www.instagram.com/tv/Cop2GjToxSh/
18081055358041453,2026-03-02,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,278,254,24,"ASSISTA ATÉ O FINAL, é tudo que eu peço! 😉 Começamos a semana com uma",https://www.instagram.com/reel/DVY9JopAHO2/
17849816700657322,2026-01-16,REELS,Obras e Entregas,aprovado,obra/entrega (direcionar p/ cidade),Tubarão,277,241,36,AQUI NÃO PARA e o ASFALTO CHEGOU! 🚧🔥 O cheirinho de asfalto novo que,https://www.instagram.com/reel/DTleyCLgepb/
18056753047784742,2025-01-02,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,277,269,8,"Parabéns, meu irmão @henriquecastropp11! 🎉 Você merece todo esse suce",https://www.instagram.com/p/DEUr-rrOQqG/
18026979665380794,2025-03-10,REELS,Autismo / TEA,aprovado,TEA/autismo (fica todos),Público autismo / SC,276,226,50,MANDE SUA IDEIA EM DEFESA DO AUTISMO! 🧩 Conheça nossas ações: Censo d,https://www.instagram.com/reel/DHBrCX9OzTu/
17967141944218806,2023-02-23,REELS,Institucional / Agenda,removido,fora de 2025-2026,,275,261,14,"O dia é corrido e a gente gosta! 👊🏼 Começou cedo, plenário, atendime",https://www.instagram.com/reel/CpBdcYNDu_I/
17977673156825554,2026-03-08,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,274,263,11,FELIZ DIA DAS MULHERES 🌷 Hoje é dia de celebrar todas as mulheres. E ,https://www.instagram.com/p/DVn6sU8gL36/
18073340579277890,2025-09-09,REELS,Institucional / Agenda,avaliar,sem regra (revisar),,274,258,16,"🎶 PATRIMÔNIO VIVO, ORGULHO CATARINENSE! Você sabia que a Banda União ",https://www.instagram.com/reel/DOZY3xQgKiq/
17895206726714853,2023-03-24,REELS,Institucional / Agenda,removido,fora de 2025-2026,,272,240,32,É sobre a força do Povo de Tubarão! 👊🏼 Só quem já passou por enchent,https://www.instagram.com/reel/CqLx07xDEbE/
17865452462887330,2023-03-10,REELS,Institucional / Agenda,removido,fora de 2025-2026,,272,235,37,"Já que vocês comentaram, fiz a parte 2! E, quero saber o que acha de u",https://www.instagram.com/reel/CpnWl4vDCco/
18063255239177068,2025-06-27,REELS,Obras e Entregas,aprovado,obra/entrega (direcionar p/ cidade),Braço do Norte,271,255,16,"PARCERIA QUE GERA DESENVOLVIMENTO! 💪 A nova ponte no bairro Represa, ",https://www.instagram.com/reel/DLarROQJIpa/
17994212822746835,2025-01-13,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,270,260,10,"PLAY 2025! ✅ Visitei os prefeitos eleitos da região sul, reforçando no",https://www.instagram.com/p/DEx_Bm5SAJv/
17930958552101291,2026-06-18,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,269,243,26,Hoje é um dia de gratidão e orgulho. Receber o Título Honorário de Cid,https://www.instagram.com/p/DZvq12pAzO1/
18105659794484976,2025-02-23,FEED,Institucional / Agenda,avaliar,sem regra (revisar),,266,262,4,Momentos especiais ao pôr do sol em família! ❤️,https://www.instagram.com/p/DGbAzIVJZcT/
