id,nome,campaign_id,campanha,otimizacao,status,gasto_brl,impressoes,alcance,cliques,cpm_brl,ctr_pct,orcamento_diario_brl,orcamento_total_brl
120226642193710716,"[antonio carlos][Video View REGIAO][25/05/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,50.0,12062,11179,38,4.15,0.32,0.0,0.0
120225416543370716,"[FERROVIAVideo View Brasil][Visualização de video][09/05/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,50.0,21179,21179,58,2.36,0.27,0.0,50.0
120224127099990716,"[azambuja][Video View REGIAO][29/04/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,50.0,13034,12020,40,3.84,0.31,0.0,0.0
120223878585910716,"[PESCARIA BRAVA]-[Video View Brasil][27/04/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,50.0,16277,16254,57,3.07,0.35,0.0,50.0
120223585916190716,"[PAPA]-[Video View Brasil][24/04/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,50.0,16411,15992,48,3.05,0.29,0.0,50.0
120223251386110716,"[USA & CHINA]Video View Brasil][21/04/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,50.0,13328,12589,27,3.75,0.2,0.0,50.0
120223064397790716,"MORRO DOS CAVALOS][Video View SC][Visualização de Feed][07/04/25][INSTR$20,00] — Cópia",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,POST_ENGAGEMENT,Not available,50.0,13547,11144,20,3.69,0.15,0.0,0.0
120217704236950716,"[EIKTO VISITA][Video View REGIAO][Visualização de video][26/02/24][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,50.0,9408,8662,40,5.31,0.43,0.0,0.0
120217154385530716,"[jagua][Video View REGIAO][Visualização de video][22/02/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,50.0,8446,7577,17,5.92,0.2,0.0,0.0
120216868616390716,"[EIKTO][Video View REGIAO][Visualização de video][20/02/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,50.0,9657,8614,46,5.18,0.48,0.0,0.0
120215581016920716,[RIO FORTUNA][Região Sul][R$50][INST][28/01/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,50.0,16132,15106,68,3.1,0.42,0.0,0.0
120215259814070716,[ORLENAS][video view][Região Sul][R$50][INST][21/01/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,50.0,11842,11151,49,4.22,0.41,0.0,0.0
120214409603280716,"[FELIZ NATAL][Video View Brasil][Visualização de video][22/12/24][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,50.0,25462,24802,89,1.96,0.35,0.0,50.0
120214379190100716,"[BOMBEIRO][Video View Brasil][Visualização de video][21/12/24][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,50.0,19107,19107,46,2.62,0.24,0.0,50.0
120237899153620716,"CAPIVARI DE BAIXO[view][INSTAGRAN][R$50,00 07/12/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.99,20475,16286,514,2.44,2.51,0.0,50.0
120232332381000716,"TUBARÃO[view][INSTAGRAN][R$50,00 31/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.99,16973,13790,183,2.95,1.08,0.0,50.0
120232332273980716,"TUBARÃO[view][INSTAGRAN][R$50,00 31/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.99,17092,13227,217,2.92,1.27,0.0,50.0
120231556145980716,"Almoço as 16[view][INSTAGRAN][R$50,00] 16/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.99,15641,14190,118,3.2,0.75,0.0,50.0
120230001029060716,[GRAVTAL ]Video View Brasil][21/07/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.99,18055,13736,477,2.77,2.64,0.0,50.0
120228983526500716,"Braco do Norte][INSTAGRAN][R$50,00] 29/06/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.99,10130,9139,31,4.93,0.31,0.0,50.0
120228704293330716,[UNIVERCIDADE GRATUITA]Video View Brasil][25/06/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.99,6844,6362,22,7.3,0.32,0.0,50.0
120228235830590716,[saude]Video View Brasil][17/06/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.99,5295,4775,25,9.44,0.47,0.0,50.0
120227313178370716,"colegio Sao Jose-[view TUBARÃO][INSTAGRAN][R$50,00] 05/06/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.99,11807,10117,53,4.23,0.45,0.0,50.0
120221168140340716,"[Dark Story Autismo][Video View SC][Enquete][07/03/25][INSTR$20,00] — Cópia — Cópia",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,POST_ENGAGEMENT,CAMPAIGN_PAUSED,49.99,7612,6223,26,6.57,0.34,0.0,50.0
120221168012020716,"LAJEADO[Video View REGIAO][Visualização de video][01/04/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.99,12607,9923,25,3.97,0.2,0.0,0.0
120219292343110716,"[CHINA][Video View BRASIL][Visualização de video][20/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.99,11434,7901,13,4.37,0.11,0.0,50.0
120215721803480716,[MARGINASI][Região Sul][R$50][INST][31/01/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.99,12696,11924,52,3.94,0.41,0.0,0.0
120215633927140716,[RADIO REDRAGAGEM][Região Sul][R$50][INST][29/01/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.99,10674,9184,43,4.68,0.4,0.0,0.0
120215390856370716,[ONDE ÉQUE ESTA O SUL][Região Sul][R$50][INST][24/01/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.99,10098,9722,33,4.95,0.33,0.0,0.0
120214910043780716,[VISITA PAULO LOPES][video view][Região Sul][R$50][INST],120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.99,13646,11957,44,3.66,0.32,0.0,0.0
120243814104890716,"iMPOSTO DE RENDA[view][INSTAGRAN][R$50,00 01/05/2026",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.98,6578,5999,14,7.6,0.21,0.0,50.0
120241422011190716,"LEI AUTISMO[view][INSTAGRAN][R$50,00] 14/03/2026",120239970345540716,CAMP | 2026 | Institucional | Engajamento | AMUREL,PROFILE_AND_PAGE_ENGAGEMENT,CAMPAIGN_PAUSED,49.98,10123,5589,146,4.94,1.44,0.0,50.0
120241209047800716,"URUPEMA][Video View SC][Visualização de Feed]13/03/26][INSTR$50,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,PROFILE_AND_PAGE_ENGAGEMENT,CAMPAIGN_PAUSED,49.98,7919,6368,140,6.31,1.77,0.0,50.0
120236398774640716,"autismo][Video View SC][Visualização de Feed][11/11/25][INSTR$50,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,POST_ENGAGEMENT,Not available,49.98,4009,2796,34,12.47,0.85,0.0,0.0
120235788492590716,"AUTISMO][ View BRASIL][Visualização de Feed][11/10/25][INSTR$40,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,POST_ENGAGEMENT,CAMPAIGN_PAUSED,49.98,9210,6917,62,5.43,0.67,0.0,50.0
120233977420680716,[UDESC]Video View Brasil][02/10/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.98,8799,7979,23,5.68,0.26,0.0,50.0
120229801669820716,[UNIVERSIDADE GRATUITA]Video View Brasil][16/07/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.98,10309,9081,30,4.85,0.29,0.0,50.0
120223064207300716,"[REDRAGAGEM TUBARAO][Video View REGIAO][18/04/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.98,10471,9032,32,4.77,0.31,0.0,0.0
120219150065190716,"[QUERRA COMERCIAL][Video View BRASIL][Visualização de video][18/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.98,9353,8929,20,5.34,0.21,0.0,50.0
120216242476850716,"TUBARÃO-[view TUBARÃO][INSTAGRAN][R$50,00]",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.98,8669,8016,40,5.77,0.46,0.0,50.0
120216216496360716,"[CCR][Video View REGIAO][Visualização de video][11/02/24][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.98,11736,11278,44,4.26,0.37,0.0,0.0
120242797950300716,AUTISMO - [ENGAJAMENTO] - INSTAGRAN R$50 14-04-2026,120242272123350716,CAMP | 2026 | Autismo | Engajamento | SC,PROFILE_AND_PAGE_ENGAGEMENT,CAMPAIGN_PAUSED,49.97,8176,4902,169,6.11,2.07,0.0,50.0
120231707777150716,"PESCARIA BRAVA [view][INSTAGRAN][R$50,00] 19/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.97,20292,14283,771,2.46,3.8,0.0,50.0
120225483588610716,[SERR]Video View Brasil][010/05/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.97,11991,11443,37,4.17,0.31,0.0,50.0
120222533360760716,"[MORRO DOS CAVALOS][Video View REGIAO][15/04/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.97,12890,11733,57,3.88,0.44,0.0,0.0
120218222794410716,"[Dark Story Autismo][Video View SC][Enquete][07/03/25][INSTR$20,00] — Cópia",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,POST_ENGAGEMENT,CAMPAIGN_PAUSED,49.97,9341,7725,25,5.35,0.27,0.0,50.0
120217872595220716,"[MUSICA GABINETE][Video View SC][Visualização de video][01/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.97,14525,13277,56,3.44,0.39,0.0,50.0
120215302851400716,[VISITA PEDRAS GRANDES][Região Sul][R$50][INST][22/01/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.97,7414,7094,27,6.74,0.36,0.0,0.0
120214284225350716,LAP - [Engajamento][Video View Brasil][Aumentar Visualização de video][18/12/24],120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.97,13000,12526,36,3.84,0.28,0.0,50.0
120235788293650716,"MARA [view][INSTAGRAN][R$50,00 01/11/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.96,10867,10505,139,4.6,1.28,0.0,50.0
120232332246490716,"icara[view][INSTAGRAN][R$50,00] 31/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.96,12617,9040,193,3.96,1.53,0.0,50.0
120227513386700716,"AUTISMO[view TUBARÃO][INSTAGRAN][R$50,00] 08/06/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,THRUPLAY,CAMPAIGN_PAUSED,49.96,5560,4696,15,8.99,0.27,0.0,50.0
120227252530020716,"IMBITUBA[view TUBARÃO][INSTAGRAN][R$50,00]",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,POST_ENGAGEMENT,CAMPAIGN_PAUSED,49.96,8250,6856,11,6.06,0.13,0.0,50.0
120226196100790716,"[santa terezinha][Video View REGIAO][19/05/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.96,11183,10546,35,4.47,0.31,0.0,0.0
120220156980390716,"[TAXAÇÃO][Video View Brasil][Visualização de video][27/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.96,11397,11079,21,4.38,0.18,0.0,50.0
120218793261580716,"[PREFEITOS SC][Video View SC][Visualização de video][13/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.96,9113,8256,29,5.48,0.32,0.0,50.0
120215102470310716,[VISITA Cocal Do sul][video view][Região Sul][R$50][INST][17/01/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.96,13403,12478,36,3.73,0.27,0.0,0.0
120214938524220716,[VISITA LAGUNA][video view][Região Sul][R$50][INST][12/01/2012,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.96,10132,9251,37,4.93,0.37,0.0,0.0
120214388138690716,[EDUCAÇÃO][video view][Região Sul][R$50][INST],120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],THRUPLAY,Not available,49.96,7277,6225,17,6.87,0.23,0.0,0.0
120240898738060716,"escala 5x2[view][INSTAGRAN][R$50,00] 01/03/2026",120239970345540716,CAMP | 2026 | Institucional | Engajamento | AMUREL,THRUPLAY,CAMPAIGN_PAUSED,49.95,11075,10260,19,4.51,0.17,0.0,50.0
120229513424750716,[fluminense]Video View Brasil][09/07/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,THRUPLAY,CAMPAIGN_PAUSED,49.95,15124,15056,49,3.3,0.32,0.0,50.0
