id,nome,campaign_id,campanha,adset_id,objetivo,status,gasto_brl,impressoes,alcance,cliques,cpm_brl,ctr_pct,engajamento,video_plays
120225483588600716,[SERR]Video View Brasil][010/05/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120225483588610716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.97,11991,11443,37,4.17,0.31,9451,11893
120222533360750716,"[MORRO DOS CAVALOS][Video View REGIAO][15/04/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120222533360760716,OUTCOME_ENGAGEMENT,Not available,49.97,12890,11733,57,3.88,0.44,7642,12432
120218222794400716,"[Dark Story Autismo][Video View SC][Enquete][07/03/25][INSTR$20,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120218222794410716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.97,9341,7725,25,5.35,0.27,3642,8615
120217872595210716,"[MUSICA GABINETE][Video View SC][Visualização de video][01/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120217872595220716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.97,14525,13277,56,3.44,0.39,5164,13858
120215302851390716,[VISITA PEDRAS GRANDES][Região Sul][R$50][INST][22/01/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120215302851400716,OUTCOME_ENGAGEMENT,Not available,49.97,7414,7094,27,6.74,0.36,3212,7246
120214284225360716,"[ASSINADO SENSO][Video View Brasil][Visualização de video][18/12/24][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120214284225350716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.97,13000,12526,36,3.84,0.28,7430,12727
120235788293680716,"MARA [view][INSTAGRAN][R$50,00 01/11/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120235788293650716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.96,10867,10505,139,4.6,1.28,6981,10494
120232332246480716,"icara[view][INSTAGRAN][R$50,00] 31/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120232332246490716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.96,12617,9040,193,3.96,1.53,7239,12057
120227513386690716,"AUTISMO[view TUBARÃO][INSTAGRAN][R$50,00] 08/06/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120227513386700716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.96,5560,4696,15,8.99,0.27,2431,5228
120227252530010716,"IMBITUBA[view TUBARÃO][INSTAGRAN][R$50,00]",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120227252530020716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.96,8250,6856,11,6.06,0.13,4597,7524
120226196100780716,"[santa terezinha][Video View REGIAO][19/05/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120226196100790716,OUTCOME_ENGAGEMENT,Not available,49.96,11183,10546,35,4.47,0.31,7060,10779
120220156980380716,"[TAXAÇÃO][Video View Brasil][Visualização de video][27/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120220156980390716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.96,11397,11079,21,4.38,0.18,6982,11262
120218793261570716,"[PREFEITOS SC][Video View SC][Visualização de video][13/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120218793261580716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.96,9113,8256,29,5.48,0.32,5567,8640
120215102470320716,[VISITA Cocal Do sul][video view][Região Sul][R$50][INST][17/01/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120215102470310716,OUTCOME_ENGAGEMENT,Not available,49.96,13403,12478,36,3.73,0.27,8718,13091
120214938524230716,[VISITA LAGUNA][video view][Região Sul][R$50][INST][12/01/2012,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120214938524220716,OUTCOME_ENGAGEMENT,Not available,49.96,10132,9251,37,4.93,0.37,4095,9845
120214388138680716,[EDUCAÇÃO][video view][Região Sul][R$50][INST],120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120214388138690716,OUTCOME_ENGAGEMENT,Not available,49.96,7277,6225,17,6.87,0.23,3747,6501
120240898738050716,"escala 5x2[view][INSTAGRAN][R$5 0,00] 01/03/2026",120239970345540716,CAMP | 2026 | Institucional | Engajamento | AMUREL,120240898738060716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.95,11075,10260,19,4.51,0.17,6074,10593
120229513424740716,[bomdiatubaraoGRATUITA]Video View Brasil][09/07/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120229513424750716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.95,15124,15056,49,3.3,0.32,9302,15051
120227678781090716,"varzea das canoas[view varzea][INSTAGRAN][R$50,00] 10/06/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120227678781100716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.95,11527,10294,49,4.33,0.43,6418,11044
120227513937720716,"FOGUEIRA[Video View SC][Visualização de Feed][08/06/25][INSTR$30,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,120227513937710716,OUTCOME_ENGAGEMENT,Not available,49.95,5832,3648,75,8.56,1.29,674,0
120226196510310716,[bebereborn]Video View Brasil][20/05/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120226196510320716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.95,8447,8323,21,5.91,0.25,5002,8356
120218222607280716,"[GABINETE34][Video View SC][Visualização de video][07/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120218222607290716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.95,8988,7842,10,5.56,0.11,2922,8220
120215933335550716,"[CCJ MANU, LELE, BRUNA][Video View SC][Visualização de video][21/12/24][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120215933335540716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.95,15539,14910,50,3.21,0.32,12234,15331
120215899915910716,[CENSO][video view][Região Sul][R$50][INST]05/02/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120215899915900716,OUTCOME_ENGAGEMENT,Not available,49.95,11044,9091,21,4.52,0.19,6748,10602
120239537306710716,"GRAVATAL[view][INSTAGRAN][R$50,00 21/1/2026",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120239537306700716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.94,12781,10540,24,3.91,0.19,5833,11543
120238648892310716,"PAULO LOPES OBRAS[view][INSTAGRAN][R$50,00 23/12/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120238648892320716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.94,10476,9093,23,4.77,0.22,5091,9780
120233566175840716,[trump autismo]Video View Brasil][24/09/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120233566175830716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.94,11997,11386,79,4.16,0.66,9218,11836
120222039913200716,"INAUGURAÇÃO Pescaria Brava[Video View REGIAO][Visualização de video][01/04/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120222039913210716,OUTCOME_ENGAGEMENT,Not available,49.94,13584,12372,23,3.68,0.17,4147,12518
120214352033190716,[Bancada do sul][video view][Região Sul][R$50][INST],120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120214352033200716,OUTCOME_ENGAGEMENT,Not available,49.94,7821,6881,33,6.39,0.42,4117,7460
120241178177790716,"IÇARA[view][INSTAGRAN][R$70,00 06/02/2026 R$ 70,00",120239970345540716,CAMP | 2026 | Institucional | Engajamento | AMUREL,120241178177800716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.93,10042,7658,88,4.97,0.88,5071,9468
120234074035800716,"GAROPABA 14 RUAS [view varzea][INSTAGRAN][R$50,00] 04/10/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120234074035810716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.93,14060,8820,301,3.55,2.14,7155,13327
120222652921050716,"[rota alternativa][Video View Brasil][11/04/24][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120222652921060716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.92,8683,8345,25,5.75,0.29,4411,8409
120241878484650716,"RIO URUSSANGA[view][INSTAGRAN][R$30,00] 26/03/2026",120239970345540716,CAMP | 2026 | Institucional | Engajamento | AMUREL,120241878484640716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.91,7777,7181,14,6.42,0.18,4781,7731
120236079512490716,"RESUMO DO DIA[GABINET 34 ][view ][INSTAGRAN][R$50,00] 06/11/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120236079512500716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.91,7161,6368,27,6.97,0.38,6214,7047
120235788243330716,"CLUBE DE MAES [view][INSTAGRA][R$30,00 14/10/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120235788243340716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.91,7102,5514,178,7.03,2.51,4361,6729
120215008687540716,"[VISITA Nova Veneza,][video view][Região Sul][R$50][INST][14/01/2025",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120215008687550716,OUTCOME_ENGAGEMENT,Not available,49.91,15940,14399,32,3.13,0.2,9381,14996
120226776836890716,"[sociedade musical[Video View REGIAO][27/05/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120226776836880716,OUTCOME_ENGAGEMENT,Not available,49.9,7968,7587,23,6.26,0.29,3667,7723
120226081732170716,"[polemta][Video View REGIAO][19/05/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120226081732180716,OUTCOME_ENGAGEMENT,Not available,49.9,15931,14389,63,3.13,0.4,10448,15614
120214857283400716,"[SENSO SERETA][Video View Brasil][Visualização de video][09/01/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120214857283390716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.9,13759,13442,31,3.63,0.23,9275,13588
120214590665090716,"[GABINETE34 FINAL][Video View ][Visualização de video][SC 29/12/24][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120214590665080716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.9,13349,12012,42,3.74,0.31,6324,12712
120220584021340716,"[GRAVATAL][Video View Brasil][Visualização de video][29/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120220584021350716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.89,13065,13055,31,3.82,0.24,8404,12946
120216516276830716,"[REDRAGAGEM][Video View SC][Visualização de video][15/02/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120216516276840716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.89,10697,10202,46,4.66,0.43,6139,10318
120234183076580716,"PRAIA GRANDE [400 mil VAN ][view ][INSTAGRAN][R$50,00] 06/10/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120234183076570716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.88,9906,8175,42,5.04,0.42,6980,9423
120231025927100716,"passo de torres[view][INSTAGRAN][R$50,00] 04/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120231025927110716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.88,12440,8103,303,4.01,2.44,8582,11776
120244305271200716,"FLAVIO BOLSONARO[ Video View SC][Visualização de Feed][09/05/2026][INSTR$70,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,120244305271090716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.87,3975,3269,316,12.55,7.95,499,0
120243057424430716,"AMIN  [ VISUALIZAÇÃO INSTA] [19-04-2926 R$ 50,00",120240075562730716,CAMP | 2026 | Institucional | Engajamento | SC,120243057424440716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.87,17448,16481,243,2.86,1.39,9876,16812
120229513358300716,[bomdiatubaraoGRATUITA]Video View Brasil][09/07/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120229513358310716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.87,5059,4714,8,9.86,0.16,2689,4953
120234182071490716,"criciuma campo 400 mil[view ][INSTAGRAN][R$50,00] 06/10/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120234182071480716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.86,22660,18530,404,2.2,1.78,13032,21529
120229801622880716,"capivari comarca-[view capivari][INSTAGRAN][R$50,00]",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120229801622890716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.86,7216,6644,33,6.91,0.46,4335,6908
120231193747320716,"AMUREL[view][INSTAGRAN][R$50,00] 08/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120231193747330716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.85,11867,7906,240,4.2,2.02,6054,11252
120226394750180716,"[balanco][Video View REGIAO][22/05/25][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120226394750170716,OUTCOME_ENGAGEMENT,Not available,49.85,6427,6036,17,7.76,0.26,2832,6025
120235477383050716,"treze tilias [view][INSTAGRAN][R$50,00 27/10/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120235477383060716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.84,9704,7961,76,5.14,0.78,4523,8892
120234312995360716,"PESCARIA BRAVA  Rua Km 37 250 mil[view ][INSTAGRAN][R$50,00] 08/10/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120234312995270716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.84,13826,11386,155,3.6,1.12,6881,13191
120231193577370716,"escoteiro[view][INSTAGRAN][R$50,00] 08/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120231193577360716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.84,6888,5320,114,7.24,1.66,4251,6618
120216046237660716,"[CCJ PEPE COLLAÇÕ][Video View SC][Visualização de video][08/02/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120216046237670716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.84,10158,9128,28,4.91,0.28,5582,9548
120241370360870716,"robox][Video View SC][Visualização de Feed][013/03/26][INSTR$50,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,120241370360860716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.83,10917,9044,285,4.56,2.61,4067,10142
120229691342610716,[garopaba]Video View Brasil][15/07/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120229691342620716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.83,7733,6344,50,6.44,0.65,3758,7257
120214438225050716,"[APAE IÇARA][Video View ICARA][Visualização de video][23/12/24][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120214438225060716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.83,12827,11336,24,3.88,0.19,5660,12237
120231090953920716,"passo de torres[view][INSTAGRAN][R$50,00] 04/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120231090953930716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.81,11787,9549,200,4.23,1.7,6603,11347
120242757631330716,AUTISMO - [ENGAJAMENTO] - INSTAGRAN R$50,120242272123350716,CAMP | 2026 | Autismo | Engajamento | SC,120242757631340716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.8,9226,5513,223,5.4,2.42,263,0
120243812986450716,AUTISMO - [ENGAJAMENTO] - INSTAGRAN R$50 01-05-2026,120242272123350716,CAMP | 2026 | Autismo | Engajamento | SC,120243812986380716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.79,13084,12148,8,3.81,0.06,6979,12607
120225621583100716,"[Dark Story Autismo][Video View SC][Enquete][01/04/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120225621583110716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.78,8505,7108,31,5.85,0.36,3091,8086
120216391572660716,"[LIBERAR PEDAGIO][Video View SC][Visualização de video][13/02/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120216391572670716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.75,8631,7946,14,5.76,0.16,5646,8284
120215770410970716,[JANEIRO GABINETE 34][Região Sul][R$50][INST][01/02/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120215770410980716,OUTCOME_ENGAGEMENT,Not available,49.74,24094,22026,150,2.06,0.62,18018,23754
120229691268400716,[comofoi meu dia]Video View Brasil][14/07/25][INSTR$20,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120229691268410716,OUTCOME_ENGAGEMENT,Not available,49.7,6857,6857,11,7.25,0.16,4295,6803
120218973761950716,"[OVINOSC][Video View SC][Visualização de video][16/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120218973761960716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.7,10005,9474,30,4.97,0.3,5545,9430
120218591021550716,"[autismo][Video View SC][Visualização de video][11/03/25][INSTR$50,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120218591021560716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.7,6892,6456,24,7.21,0.35,3660,6493
120241011322990716,"BANCO MASTER][Video View SC][Visualização de Feed][04/03/26][INSTR$50,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,120241011323000716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.68,8581,3726,175,5.79,2.04,94,0
120241178276560716,"BANCO MASTER[view][INSTAGRAN][R$50,00] 08/03/2026",120239970345540716,CAMP | 2026 | Institucional | Engajamento | AMUREL,120241178276450716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.59,16452,14333,797,3.01,4.84,10913,15722
120215390985230716,[TUBARÃO][Região Sul][R$50][INST][24/01/2025,120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120215390985240716,OUTCOME_ENGAGEMENT,Not available,49.5,13047,12706,58,3.79,0.44,7366,12813
120222533591210716,"[morro dos cavalosVideo View Brasil][08/04/24][INSTR$20,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120222533591220716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,49.3,11014,10648,48,4.48,0.44,6840,10939
120245001378960716,EKITOl]Video  View Brasil][20/05/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120245001378560716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,45.75,14263,13846,151,3.21,1.06,9338,13966
120242108411430716,"ENERGIA[Video View SC][Visualização de Feed][30/03/2026][INSTR$30,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,120242108411420716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,42.98,7636,5624,192,5.63,2.51,199,0
120239032107960716,"FIM DE ANO [View] [reels]R$50,00",120239032107950716,PEPE [2026][Visualização][Reels],120239032107970716,LINK_CLICKS,Not available,41.09,7516,6637,118,5.47,1.57,979,6799
120236080393550716,"AMUREL [view][INSTAGRAN][R$30,00 06/11/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120236080393560716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,39.0,3202,3094,12,12.18,0.37,2682,3153
120234684917090716,"DEMOCARCIA[view][INSTAGRAN][R$30,00 14/10/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120234684917080716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,34.98,10627,9650,494,3.29,4.65,8095,10250
120233162413070716,"tubarao 25 anos [view][INSTAGRAN][R$30,00 16/09/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120233162413060716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,34.98,10109,8964,89,3.46,0.88,5951,9756
120233161998450716,"sala sensorial[view][INSTAGRAN][R$30,00 16/09/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120233161998460716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,34.98,7580,6432,67,4.61,0.88,4533,7326
120232930267660716,"7 de setembro[view][INSTAGRAN][R$30,00 31/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120232930267670716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,34.97,6462,5471,120,5.41,1.86,4139,6214
120232930343310716,"BANDA LAGUNA[view][INSTAGRAN][R$30,00 31/08/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120232930343300716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,34.95,5881,5535,17,5.94,0.29,3555,5690
120234684401070716,"CLUBE DE MAES [view][INSTAGRA][R$30,00 14/10/2025",120216242475770716,CAMP | 2025 | Institucional | Engajamento | Tubarao,120234684401060716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,34.94,10175,8637,46,3.43,0.45,8219,9916
120233923756510716,[japao e brasil]Video View Brasil][01/10/25][INSTR$34,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120233923756520716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,34.0,7810,6759,108,4.35,1.38,4679,7402
120233751188750716,[japao ]Video View Brasil][28/09/25][INSTR$30,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120233751188770716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,33.98,9918,9112,57,3.43,0.57,6317,9659
120233751780300716,[UDESC]Video View Brasil][02/10/25][INSTR$50,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120233751780310716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,33.95,6505,6200,22,5.22,0.34,4073,6326
120242624766520716,"autismo][Video View SC][Visualização de Feed][14/03/26][INSTR$30,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,120242624766530716,OUTCOME_ENGAGEMENT,Not available,32.9,4478,2835,172,7.35,3.84,193,0
120241422350940716,"BANCO MASTER- PRISÃO MANTIDA][Video View SC][Visualização de Feed][14/03/26][INSTR$30,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,120241422350950716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,32.9,8878,8640,1006,3.71,11.33,1043,0
120240832472220716,"RIO RUFINO[view ][INSTAGRAN][R$30,00] 18/03/2026",120239970345540716,CAMP | 2026 | Institucional | Engajamento | AMUREL,120240832472210716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,32.88,5000,4425,25,6.58,0.5,2663,4959
120241581752940716,"OSCAR[view][INSTAGRAN][R$30,00] 18/03/2026",120239970345540716,CAMP | 2026 | Institucional | Engajamento | AMUREL,120241581752950716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,32.85,11306,10541,13,2.91,0.11,8158,11272
120242625023430716,"AUTISMO - [ENGAJAMENTO] - INSTAGRAN R$30,00",120242272123350716,CAMP | 2026 | Autismo | Engajamento | SC,120242625023360716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,31.93,3896,2700,97,8.2,2.49,898,3804
120229822033200716,[comofoi meu dia]Video View Brasil][14/07/25][INSTR$20,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120229822033190716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,30.0,3620,3455,11,8.29,0.3,2777,3543
120222255351560716,"MORRO DOS CAVALOS][Video View SC][Visualização de Feed][07/04/25][INSTR$20,00]",120216047481540716,CAMP | 2025 | Feed-Institucional | Engajamento | Tubarao,120222255351570716,OUTCOME_ENGAGEMENT,Not available,30.0,6075,5615,29,4.94,0.48,1360,0
120219641228310716,"LAJEADO[Video View REGIAO][Visualização de video][24/03/24][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120219641228300716,OUTCOME_ENGAGEMENT,Not available,30.0,8857,8113,21,3.39,0.24,4756,8367
120226984511800716,[camerata]Video View Brasil][31/05/25][INSTR$30,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120226984511790716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,29.99,6455,6374,21,4.65,0.33,4613,6351
120226984571300716,[camerata]Video View Brasil][31/05/25][INSTR$30,120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120226984571310716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,29.97,9749,9510,35,3.07,0.36,6679,9718
120221380830040716,"[autismo][Video View SC][Visualização de video][02/04/25][INSTR$30,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120221380830050716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,29.97,4095,3948,14,7.32,0.34,2276,4028
120222254435270716,"[MORRO DOS CAVALOS][Video View REGIAO][07/04/25][INSTR$30,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120222254435280716,OUTCOME_ENGAGEMENT,Not available,29.96,10507,10160,72,2.85,0.69,6968,10366
120225070228190716,"[TRUMP][Video View ][Visualização de video][04/05/25][INSTR$30,00]",120214284225260716,CAMP | 2024 | Institucional | Engajamento | Brasil,120225070228200716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,29.94,6695,6630,24,4.47,0.36,4114,6573
120242625196990716,"AUTISMO - [ENGAJAMENTO] - INSTAGRAN R$120,00 — Cópia",120242272123350716,CAMP | 2026 | Autismo | Engajamento | SC,120242625196970716,OUTCOME_ENGAGEMENT,CAMPAIGN_PAUSED,29.92,6121,5227,218,4.89,3.56,241,0
120217872415740716,"[CCR][Video View REGIAO][Visualização de video][11/02/24][INSTR$50,00]",120213903594780716,JFJ - [Engajamento][Video View][Aumentar Visualização de video][02/12/24],120217872415750716,OUTCOME_ENGAGEMENT,Not available,29.92,7999,7055,15,3.74,0.19,2397,7579
