ig_media_id,data,tipo,tema,conexao_pontual,curtidas,comentarios,engajamento,legenda,permalink
17994212822746835,2025-01-13,FEED,Institucional,,260,10,270,"PLAY 2025! ✅ Visitei os prefeitos eleitos da região sul, reforçando no",https://www.instagram.com/p/DEx_Bm5SAJv/
17930958552101291,2026-06-18,FEED,Institucional,,243,26,269,Hoje é um dia de gratidão e orgulho. Receber o Título Honorário de Cid,https://www.instagram.com/p/DZvq12pAzO1/
18105659794484976,2025-02-23,FEED,Institucional,,262,4,266,Momentos especiais ao pôr do sol em família! ❤️,https://www.instagram.com/p/DGbAzIVJZcT/
18048176957331413,2025-01-20,REELS,Saude,,256,10,266,📍 ORLEANS Investir em saúde é investir na qualidade de vida das pesso,https://www.instagram.com/reel/DFDAZr2OzDO/
17958213626313340,2023-04-04,REELS,Institucional,,245,21,266,Um SUCESSO! 🚀 O lançamento da Frente Parlamentar em Defesa da Pessoa ,https://www.instagram.com/reel/CqoVSfhsuzO/
18060897467288007,2025-04-06,REELS,Institucional,,248,16,264,Que tristeza! 😱 Acidentes como este são frequentes no Morro dos Caval,https://www.instagram.com/reel/DIHZyEYJWM-/
17960943935801222,2024-09-17,REELS,Institucional,,212,52,264,🤣ERROS DE GRAVAÇÃO! 🎬 Foram várias horas trabalhando e gravando para,https://www.instagram.com/reel/DACKtO2uU9a/
17865444420089962,2024-03-06,FEED,Institucional,,239,25,264,😁Alegria em trazer alguém que é uma referência dentro e fora das quad,https://www.instagram.com/p/C4Lf3IPuV-d/
18029688214662379,2023-12-24,REELS,Institucional,sim,234,26,260,FELIZ NATAL A TODOS OS CATARINENSES!🎄🎅❤️ #natal #feliznatal #catarin,https://www.instagram.com/reel/C1PVmDxO5RZ/
18376767322181812,2025-09-24,FEED,Obras/Entregas,,257,2,259,MAIS UM PASSO DADO PARA A REDRAGAGEM 📑✅ Hoje foi assinada a contrataç,https://www.instagram.com/p/DPADbfNDbvZ/
17902329611970319,2024-04-20,REELS,Obras/Entregas,,244,15,259,SERRA DO CORVO BRANCO 🚧 OBRA RETOMADA! ✨ A retomada dessa obra é um p,https://www.instagram.com/reel/C59mUcCOFtL/
17953133066844723,2024-11-04,FEED,Obras/Entregas,,226,32,258,📢 Notícia Boa! 📢 As emendas já estão nas contas das prefeituras! 🎉 ,https://www.instagram.com/p/DB9nd2ty-jm/
17900063484017991,2024-08-06,REELS,Institucional,,237,19,256,VITÓRIA DO PADEL! 🎾 🏓 A Associação de Padelistas Brasileiros foi apr,https://www.instagram.com/reel/C-V972uJGgz/
17878025456786116,2023-03-07,REELS,Institucional,,230,26,256,Aproveitando o fim do expediente pra responder alguns comentários! 🙌 ,https://www.instagram.com/reel/CpgHD1BDa2x/
18199337572328012,2026-01-14,REELS,Institucional,sim,242,12,254,Começando o ano com o pé direito! 🙌 Gravatal avança com a inauguração,https://www.instagram.com/reel/DTgihs4CSe_/
17918819336873002,2024-04-02,REELS,Autismo/TEA,,228,26,254,"EU DEFENDO O AUTISMO E VOCÊ? 🧩 Essa pauta é uma das minhas bandeiras,",https://www.instagram.com/reel/C5Q9xM6uj11/
17851466925603965,2025-12-18,FEED,Institucional,,246,7,253,Formatura do 5º ano da nossa Manu 🎓 Um passo importante nessa caminha,https://www.instagram.com/p/DSYtcYyjQAo/
18029445748704070,2023-12-07,REELS,Saude,,234,19,253,"NOTÍCIA IMPORTANTE! 🏥✨ O Hospital Nossa Senhora da Conceição, em Tuba",https://www.instagram.com/reel/C0kQMkpObIq/
17859225378405498,2025-04-23,REELS,Institucional,,239,13,252,🕊️ Um ciclo se encerra no Vaticano! A transição no papado é mais que ,https://www.instagram.com/reel/DIyxPUip-91/
17889019757909789,2023-09-13,REELS,Educacao,,237,15,252,Uma universidade cheia de história que faz parte da luta por igualdade,https://www.instagram.com/reel/CxJXlVvOkaL/
17996169982711181,2023-02-14,REELS,Institucional,,222,30,252,QUEREMOS A INCLUSÃO! ✅ Trabalhando diariamente para representar todos ,https://www.instagram.com/reel/CoqIzqjjGbj/
18193775347325367,2025-10-17,FEED,Institucional,sim,228,22,250,"Parabéns, meu amor, Bruna! 😍 Muitos anos de vida. Você é uma mulher i",https://www.instagram.com/p/DP6dZgvjYL-/
17868826248225202,2025-02-08,FEED,Institucional,,232,18,250,Arrasta pro lado e vê as notícias da semana! ➡️😉,https://www.instagram.com/p/DF0VIDnuM0g/
18035334172507654,2023-07-07,FEED,Institucional,sim,226,24,250,"Parabéns, minha doce Manuzinha! 🎉Que seu dia seja recheado de sorriso",https://www.instagram.com/p/CuZVYghueLt/
18032388968678549,2025-07-14,REELS,Institucional,,238,11,249,"✨ O que era sonho, agora é realidade! Garopaba acaba de ganhar uma nov",https://www.instagram.com/reel/DMF8t68OUya/
17869467144376527,2025-05-26,REELS,Obras/Entregas,,223,26,249,QUE APRESENTAÇÃO! 👏 Hoje entregamos uma Moção de Aplausos à Sociedade,https://www.instagram.com/reel/DKIfuBhovJ-/
18409151743141967,2025-11-04,FEED,Institucional,,219,29,248,Que honra imensa! Receber o Título de Cidadão Honorário de Antônio Car,https://www.instagram.com/p/DQp1Q7KDQhT/
18011285881856412,2023-08-25,REELS,Obras/Entregas,,221,27,248,LUTANDO PELOS ACESSOS DAS MARGINAIS! ✅ Estivemos na ANTT para reivindi,https://www.instagram.com/reel/CwV17iDoSLB/
17968139189335651,2023-04-02,REELS,Autismo/TEA,,238,9,247,➡️Hoje é o Dia Mundial da Conscientização sobre o Autismo e nada melho,https://www.instagram.com/reel/Cqi37UjDa8D/
17874414273528951,2026-07-05,FEED,Institucional,,232,14,246,"NOSSA MANU, 12 ANOS! 🎉💙 Gratidão por celebrar a tua vida minha filha",https://www.instagram.com/p/Daa_GhDJKyY/
18240292147286708,2024-09-21,FEED,Cultura/Tradicao,,238,8,246,DIA DE CURTIR A FAMÍLIA! 💕 O colégio @saojosetubarao fez essa festa d,https://www.instagram.com/p/DAMQKyQyj5C/
17850216630163460,2024-04-29,REELS,Institucional,,224,22,246,"Balneário Camboriú foi um sucesso!✨ Com 600 participantes, o evento so",https://www.instagram.com/reel/C6XMVwauqLg/
18084553258939897,2025-10-13,REELS,Institucional,,231,13,244,🌸 FORÇA E DEDICAÇÃO QUE INSPIRAM! O Clube de Mães é um exemplo de com,https://www.instagram.com/reel/DPwvErmAQxZ/
17947965824881815,2025-08-04,REELS,Institucional,,234,10,244,"🏗️ O Clube do Idoso será ampliado! Mais qualidade de vida, mais respe",https://www.instagram.com/reel/DM8Y7FopI7w/
18055592761672722,2024-07-21,REELS,Institucional,,233,11,244,Tirar um tempinho para viajar com a família é fundamental para renovar,https://www.instagram.com/reel/C9sWS5SOOMn/
17936743805837431,2024-06-04,FEED,Institucional,,213,31,244,"Querido Pai, hoje é dia de te lembrar o quanto você me inspira, o quan",https://www.instagram.com/p/C7y5BnaOGGR/
18059687240197714,2025-07-12,REELS,Atualidades,,196,45,241,📉 Quem paga a conta dos novos impostos? Sempre o povo. Enquanto dever,https://www.instagram.com/reel/DMAhFwpOzVW/
18079324729994807,2025-10-01,REELS,Institucional,,211,29,240,Qual a sua opinião sobre COTAS pra outros estados? 👀 #UDESC #COTAS,https://www.instagram.com/reel/DPSGfrrjTXm/
17890598652389235,2025-12-07,REELS,Rural/Agro,,222,17,239,Você sabia que o aumento do uso de leite em pó importado tem preocupad,https://www.instagram.com/reel/DR9dQfvgPj0/
17903830161168660,2025-05-09,REELS,Obras/Entregas,,224,14,238,"REGIÃO SERRANA, obrigado! É na estrada ouvindo a população, conversand",https://www.instagram.com/reel/DJcYcGlJzlY/
17864492127312613,2025-01-14,REELS,Institucional,,225,13,238,1 Milhão pra nossa amada Nova Veneza! 🚀 @angelaghislandi vai começar ,https://www.instagram.com/reel/DE0qKbJOmnH/
18108905053813827,2026-03-10,REELS,Institucional,,225,12,237,"BOA NOTÍCIA PRA URUPEMA ❄️🏙️ Mesmo com a noitinha chegando, não deixa",https://www.instagram.com/reel/DVt_YclDc1n/
17900553792103617,2025-02-27,FEED,Institucional,,229,7,236,"IMPULSIONANDO A AMREC! 🚀 Ao lado do Governador @jorginhomello, trabal",https://www.instagram.com/p/DGmFFH2pBYP/
18072758644457369,2024-05-29,REELS,Institucional,,211,25,236,CAMPEÕES DE JIU-JITSU DE PESCARIA BRAVA! 🥋🏆 Homenagem aos talentosos,https://www.instagram.com/reel/C7kT53uuIaY/
18054900461280197,2025-10-16,REELS,Saude,,211,24,235,OUTUBRO ROSA É COISA SÉRIA 💗 O câncer de mama e do colo do útero prec,https://www.instagram.com/reel/DP4ovpeAD6x/
18233207974209745,2023-09-06,REELS,Institucional,,216,19,235,5️⃣PAUTAS QUE A BANCADA DO SUL VAI DEFENDER! ✅ Essas são algumas das p,https://www.instagram.com/reel/Cw3YpYauqbE/
18122543977431907,2025-04-07,REELS,Institucional,,210,24,234,Precisamos ser ouvidos! Deixe aqui seu comentário!,https://www.instagram.com/reel/DIIC_kbJVqp/
17973520052027625,2023-02-09,REELS,Rural/Agro,,226,8,234,🌾O ARROZ DA NOSSA MESA VEM DO CAMPO! ✅ A 5ª Abertura Oficial da Colhe,https://www.instagram.com/reel/CodFiIDJ180/
18349992982087301,2025-07-07,FEED,Atualidades,,214,19,233,"MILEI CORTA IMPOSTOS, LULA AUMENTA! 😒 O aumento de impostos só tira o",https://www.instagram.com/p/DL00C27pJLz/
17956842668910517,2025-02-14,REELS,Obras/Entregas,sim,208,25,233,🚁 Prevenção antes da tragédia! O projeto da redragagem dos molhes da ,https://www.instagram.com/reel/DGEXkuMpZG6/
17985698432215165,2023-10-07,REELS,Institucional,,224,7,231,🚨ATUALIZAÇÕES! A previsão continua a ser de muita chuva amanhã aqui e,https://www.instagram.com/reel/CyHHPFIOydT/
18417622435062741,2024-02-12,FEED,Cultura/Tradicao,,226,4,230,Mais um carnaval cheio de histórias pra contar! 🎉 Até no Trio do Bloc,https://www.instagram.com/p/C3Qd5ChOsQ0/
18160296187304817,2023-04-20,REELS,Esporte,,212,18,230,"A Reinauguração do Ginásio Osnizão é importante pro lazer, esporte e s",https://www.instagram.com/reel/CrRnxxlu8nT/
18356115520090894,2025-10-05,REELS,Rural/Agro,,215,14,229,BOLA DENTRO PELO ESPORTE! ⚽️ A revitalização do campo em Criciúma rece,https://www.instagram.com/reel/DPb3ExwgG7r/
18083847751936882,2025-09-30,FEED,Institucional,,220,9,229,130 ANOS DE AMIZADE 🇧🇷🤝🇯🇵 Santa Catarina tem orgulho da contribui,https://www.instagram.com/p/DPNQzlcjZW2/
18085067798526167,2026-05-10,FEED,Institucional,,219,8,227,Hoje é dia de homenagear quem é o alicerce da minha família. ❤️ @brubr,https://www.instagram.com/p/DYKMSKsgIiP/
18045961067317088,2024-10-30,FEED,Institucional,,221,6,227,"APOIO, COMPROMISSO E RESULTADO! 🤝✨ Estamos ao lado dos prefeitos e ve",https://www.instagram.com/p/DBw2fMByBaA/
17971395962987352,2026-01-15,REELS,Institucional,,207,19,226,"SE EU PUDESSE, EU RESOLVIA TUDO! 💪🏼 Se fosse só pela vontade, tava t",https://www.instagram.com/reel/DTish1nAU9M/
18067510810386767,2023-06-15,REELS,Institucional,,201,25,226,Erros de gravação bons demais pra ficarem perdidos na galeria do celul,https://www.instagram.com/reel/CthtQLbtWyY/
18017951224799899,2023-10-05,FEED,Institucional,,216,9,225,O #TBT de hoje não poderia ser diferente! ❤️💚 Pra cima Flusão! #flumi,https://www.instagram.com/p/CyBIL5mOasb/
17989617422019506,2023-06-08,REELS,Cultura/Tradicao,,216,8,224,"Bem-vindo, Junho! 🔥 É tempo de celebrar a alegria das festas juninas,",https://www.instagram.com/reel/CtPllHfAhGq/
18046968611099018,2024-11-01,REELS,Autismo/TEA,,194,28,222,UM CENSO DE AUTISMO 🧩 Um passo essencial para garantir políticas públ,https://www.instagram.com/reel/DB1-NSZyG0d/
17981250665030645,2023-04-13,REELS,Institucional,,213,9,222,Sabe como é a rotina de trabalho de um deputado na Assembleia Legislat,https://www.instagram.com/reel/Cq_Z1fiOSCS/
17869226667431954,2025-09-03,FEED,Institucional,,215,5,220,PROERD: LIÇÕES PARA A VIDA ✨👮‍♂️👧👦 O PROERD vai muito além da sala ,https://www.instagram.com/p/DOHulb0DVjZ/
18295538335172330,2025-03-28,REELS,Obras/Entregas,,204,16,220,NÓS CHEGAMOS EM GRAVATAL! 🚀 Nossos recursos estão sendo aplicados e f,https://www.instagram.com/reel/DHwakBvpDEZ/
17866333263275624,2024-12-23,REELS,Educacao,,200,19,219,MAIS ENTREGA! 🚙 Entregamos um veículo novo pra Apae de Içara que faz ,https://www.instagram.com/reel/DD7beoXptHK/
18016844888485746,2024-03-27,REELS,Institucional,,201,18,219,Um bombom pra alegrar a tarde de todo mundo que passa no Gabinete 34! ,https://www.instagram.com/reel/C5BwHPCuCXL/
18051761678329409,2025-10-25,FEED,Institucional,sim,210,8,218,"✨ Parabéns, Pescaria Brava! 🎉 A cidade mais jovem de Santa Catarina s",https://www.instagram.com/p/DQQCXWZDfXy/
17910546135064965,2025-01-08,REELS,Autismo/TEA,,193,25,218,AUTISMO: PROJETO DO CENSO É PIONEIRO! 🧩 Nossa iniciativa de parceria ,https://www.instagram.com/reel/DElL-s4pqc7/
18285013024269248,2025-07-20,REELS,Seguranca,,208,9,217,"🚧 Obra aguardada, conquista confirmada! A ligação entre a Várzea e a ",https://www.instagram.com/reel/DMVbiB5uwiT/
18226559419259818,2024-03-25,REELS,Obras/Entregas,,202,14,216,Junte-se a nós na busca pela redragagem do Rio Tubarão! A obra é nossa,https://www.instagram.com/reel/C48Wb8HuSvf/
18060792083136599,2025-09-30,REELS,Cultura/Tradicao,,210,5,215,130 ANOS DE AMIZADE 🇧🇷🤝🇯🇵 Uma história de respeito e cooperação q,https://www.instagram.com/reel/DPPDM-MAP3K/
18230177509162501,2023-02-13,FEED,Autismo/TEA,,194,21,215,📌Defender o direito das pessoas com Autismo é uma das nossas bandeira,https://www.instagram.com/p/ConwL3wOK5r/
17995812554923670,2026-03-20,FEED,Institucional,,192,22,214,A última vai te surpreender! 👀🍍 Comenta aqui a que você achou mais c,https://www.instagram.com/p/DWHzUh1gdmZ/
18016073249357569,2024-06-09,FEED,Institucional,,210,4,214,Momento de muita oração onde nos preenchemos de fé e amor. Recebendo a,https://www.instagram.com/p/C7-bx_axi_8/
18018536546299460,2024-02-22,REELS,Institucional,,184,29,213,Esse é só um pouquinho do meu trabalho!😜 #deputadoestadual #pepecolla,https://www.instagram.com/reel/C3qU9D3Or-n/
17979608036872429,2025-09-08,FEED,Institucional,,169,43,212,"TER DEPUTADO FAZ DIFERENÇA! 🚀 Tubarão pode contar comigo hoje, amanhã",https://www.instagram.com/p/DOWbHnHAB0-/
18098654588322981,2026-05-05,FEED,Institucional,,189,21,210,Estamos escalados pra esse ano! 🇧🇷 🛡️Saíram as figurinhas do time q,https://www.instagram.com/p/DX-EPz4mQ3_/
18051624506003893,2024-12-16,REELS,Educacao,,178,32,210,🗳️ Educação que transforma o futuro!📚 Você sabia que a Educação Mora,https://www.instagram.com/reel/DDp0fN4yDFO/
17875608392780356,2023-02-08,FEED,Institucional,,189,21,210,Ao vivo da tribuna falando diretamente com os jovens que sonham com um,https://www.instagram.com/tv/CoaYDqSog6-/
17940237614938408,2025-09-12,REELS,Autismo/TEA,,192,17,209,INCLUSÃO QUE FAZ A DIFERENÇA! 🧩 Uma sala sensorial transforma a exper,https://www.instagram.com/reel/DOgD7NZgMO6/
17872836675189081,2024-10-03,REELS,Esporte,,195,13,208,Nossa Judoca trocou de faixa hoje! 💕✨ Esportes e artes marciais ensin,https://www.instagram.com/reel/DArPMs8SPS0/
17917467359905832,2024-04-03,REELS,Obras/Entregas,,186,21,207,A CCR TEM QUE NOS OUVIR! 🗣️ Nossas marginais da BR-101 estão sendo al,https://www.instagram.com/reel/C5UOUSnOC9b/
17862008265649774,2026-06-23,REELS,Institucional,,195,11,206,"FIM DA ESPERA! 🌉✅ Depois de mais de 20 anos de espera, a comunidade d",https://www.instagram.com/reel/DZ7sV1TgI_m/
17968506308331792,2023-03-02,FEED,Institucional,,196,10,206,"O #TBT é delas. Papai tá com saudade, amo vocês! ❤️ #santacatarina #fa",https://www.instagram.com/p/CpSoBOnOyMl/
18440615629041985,2024-05-27,REELS,Cultura/Tradicao,sim,192,13,205,"🎉🎂 Parabéns, Tubarão! Hoje você completa 154 anos de história e forç",https://www.instagram.com/reel/C7eNCUoOtLs/
17892233547126676,2025-05-21,FEED,Institucional,,198,6,204,Como é bom receber vocês! 💕 @redefemininatubarao contem comigo nessa ,https://www.instagram.com/p/DJ7eqtLJ_x6/
17979427448110453,2023-06-29,REELS,Cultura/Tradicao,,189,15,204,"ROTA TURÍSTICA DAS ÁGUAS TERMAIS! 💦 O turismo, a cultura e a terra da",https://www.instagram.com/reel/CuFa3NVOwA6/
18116830186649172,2026-03-26,FEED,Institucional,,187,15,202,ORGULHO PROGRESSISTA! 💙,https://www.instagram.com/p/DWVFbCkjZde/
18082040732319718,2025-11-22,REELS,Cultura/Tradicao,,186,16,202,"A tilápia é mais que um peixe: é renda, tradição e o sustento de cente",https://www.instagram.com/reel/DRXsHungVDy/
18065949050191374,2025-08-29,REELS,Institucional,,179,23,202,✨ Gratidão imensa a toda a cidade de Içara pelo título de Cidadão de I,https://www.instagram.com/reel/DN61HFmDW1i/
17984358686457131,2024-01-26,FEED,Institucional,,189,12,201,Ano eleitoral o assunto não poderia ser outro: política e eleições! 😉,https://www.instagram.com/p/C2lGNUWuywS/
18078062003399096,2026-06-07,FEED,Cultura/Tradicao,sim,190,9,199,"🎉🌽 TEMPO DE FESTA JUNINA! Chegou uma das épocas mais bonitas do ano,",https://www.instagram.com/p/DZSpoECPRhN/
17989997887992788,2023-07-24,FEED,Autismo/TEA,,183,16,199,🧩É fazendo grupos de trabalho da Frente Parlamentar do Autismo que ag,https://www.instagram.com/p/CvF_QyZuHok/
17973700472514434,2023-06-12,REELS,Obras/Entregas,,173,26,199,"+ de R$ 13 milhões em investimentos de equipamentos e veículos, 🚒 🧑‍",https://www.instagram.com/reel/CtZEX7iuU3T/
17983638451793262,2023-02-24,FEED,Institucional,,185,14,199,O movimento Pepê por Elas foi fundamental durante a campanha e reconhe,https://www.instagram.com/p/CpDwOa7up1M/
18037922189275127,2024-10-21,REELS,Educacao,,176,22,198,Estágio Visita! 📚 Um programa que faz a diferença na formação polític,https://www.instagram.com/reel/DBZdUUwyYCD/
17878573433957265,2023-10-02,FEED,Institucional,,188,10,198,Um ano se passou desde a eleição. Foi um dia inesquecível. Me lembro d,https://www.instagram.com/p/Cx6H5v6OEfK/
18328477348071968,2023-02-03,FEED,Institucional,,182,16,198,"📰Essas são algumas das nossas bandeiras, ideias e compromissos e faze",https://www.instagram.com/p/CoNyCukOrYQ/
18079745014519465,2024-12-03,REELS,Obras/Entregas,,175,22,197,MATO NAS RODOVIAS! 🌱🛣️🌿 Questionei o estado por esse abandono das r,https://www.instagram.com/reel/DDIAOxppH4L/
17984267759082130,2023-07-21,REELS,Institucional,,188,9,197,GAROPABA E PAULO LOPES BEM REPRESENTADAS! 👏 Hoje o dia foi de muito t,https://www.instagram.com/reel/Cu-XlbusbR7/
18094195078789798,2026-02-15,REELS,Institucional,,185,11,196,"NÃO É MILAGRE. É MECANISMO. 🧠🔬 Quando a ciência entende a causa, ela",https://www.instagram.com/reel/DUyJsSoAIz2/
18200522245217118,2023-03-08,REELS,Institucional,,188,8,196,"As mulheres são exemplos de força, coragem e amor. Mães, avós, filhas,",https://www.instagram.com/reel/Cph93DRDHda/
18103664563847547,2026-06-29,REELS,Institucional,,172,23,195,SANTA CATARINA MERECE RESPEITO! 👊🇧🇷 Santa Catarina é terra de gente,https://www.instagram.com/reel/DaK_pNiAD9b/
17987102942384190,2024-01-23,REELS,Institucional,,183,12,195,PRONTA PRA SALVAR VIDAS! 🩸 A nova sede do Hemosc inaugurada em Tubarã,https://www.instagram.com/reel/C2cz8InukK1/
18140189095472938,2026-05-30,FEED,Esporte,,178,16,194,JUDÔ E VALORES 🥋❤️ O esporte ensina muito mais do que técnica. Ensina,https://www.instagram.com/p/DY946lRgCGN/
17922807051089857,2025-05-31,FEED,Rural/Agro,,187,7,194,"📍 **ESTAR PERTO FAZ TODA A DIFERENÇA!** 🚗✨ Passamos por Agronômica, ",https://www.instagram.com/p/DKTKuzxI2Rm/
18012689960689564,2025-01-21,REELS,Institucional,,186,8,194,📍PEDRAS GRANDES! 👏 A visão do prefeito @agnaldofilippi para o turism,https://www.instagram.com/reel/DFGnE2TyanV/
18028550494913523,2024-03-03,REELS,Obras/Entregas,,184,10,194,"DE OLHO NAS ESTRADAS! 👀 A Serra do Corvo Branco necessita de atenção,",https://www.instagram.com/reel/C4Df724uaji/
18078590954676013,2026-07-14,REELS,Obras/Entregas,,165,28,193,"INFRAESTRUTURA É PRIORIDADE! 🚧 Santa Catarina cresce, produz e gera o",https://www.instagram.com/reel/DayZRJateKd/
17911834062071300,2025-02-03,FEED,Institucional,,186,7,193,CONCLUÍDO COM SUCESSO ✅ Janeiro foi um mês de muito diálogo e compromi,https://www.instagram.com/p/DFnmcuIJzBC/
18094428545344007,2026-06-30,REELS,Esporte,sim,182,8,190,EM CLIMA DE COPA O ESPORTE MERECE ESTRUTURA! ⚽🔥 Quem vê um placar ele,https://www.instagram.com/reel/DaOGeN9pl4L/
18088649824404023,2024-01-07,FEED,Institucional,,182,8,190,Um ano de trabalho intenso se passou! 🚀💼 A dedicação trouxe muitas c,https://www.instagram.com/p/C1zSD1Eul7H/
17989295723256266,2023-11-21,REELS,Saude,,178,12,190,💸Hospital de Tubarão recebe R$ 400 mil para a emergência 🏥O Hospital,https://www.instagram.com/reel/Cz7Lra1ueic/
18511153846003636,2025-06-08,REELS,Institucional,,184,5,189,"Um bolinho arrematado em Gravatal 😋 Gosto de estar assim, junto da co",https://www.instagram.com/reel/DKpjMYMpDBy/
17943495918054730,2025-09-26,REELS,Obras/Entregas,,182,6,188,"MAIS UMA OBRA PRA VALER 🚧 A rua 12 de Outubro, em Tubarão, está saind",https://www.instagram.com/reel/DPEqxayjGmo/
18016066384589710,2023-05-12,REELS,Rural/Agro,,184,4,188,"A segunda edição da Agropolo tá acontecendo hoje, sábado e domingo, no",https://www.instagram.com/reel/CsKRzstLAHn/
18393800704152928,2026-04-29,REELS,Atualidades,,172,14,186,IMPOSTO QUE FICA NA CIDADE 💰 Você sabia que pode destinar parte do se,https://www.instagram.com/reel/DXuTuKagIZM/
18042009116167436,2025-04-08,REELS,Institucional,sim,176,10,186,TRAGÉDIA ANUNCIADA! ❌ 🚨 O acidente do final de semana escancarou o de,https://www.instagram.com/reel/DIM6vKTJ0X7/
18073041133620917,2024-12-02,REELS,Autismo/TEA,,169,16,185,"AUTISMO, eu defendo! 🧩💙 🚨 Conquistas que transformam vidas: 📽️ Lei",https://www.instagram.com/reel/DDFTmWEpgM_/
17887757756898175,2023-12-11,REELS,Institucional,,170,15,185,QUE TRABALHO LINDO! 🌻 Orgulho de ver de perto esse trabalho que impac,https://www.instagram.com/reel/C0ulgFfu95l/
18021850415523904,2024-09-11,REELS,Institucional,,164,20,184,Essa é nossa mini Deputada Helena dominando a Assembleia! Quem aguenta,https://www.instagram.com/reel/C_yhiW3ySLT/
18427807819058183,2024-03-25,FEED,Institucional,,168,16,184,Um passo importante para o futuro de Tubarão! 👊😉 Dia de filiar o dr.,https://www.instagram.com/p/C49MnWbOOYx/
17992034386830684,2023-03-14,FEED,Institucional,,172,12,184,Mais um dia cheio! 🙌 Começamos cedo com entrevista no caminho para Fl,https://www.instagram.com/p/CpyQIybOD1p/
18599032210057653,2026-07-05,REELS,Esporte,sim,162,21,183,"É GOLAÇO PARA MORRO DA FUMAÇA! ⚽🇧🇷 Em dia de jogo da Seleção, quem t",https://www.instagram.com/reel/DaaZdM-AVlQ/
18113246866764507,2026-04-17,REELS,Obras/Entregas,,168,15,183,RESULTADO QUE APARECE 👷‍♂️ Aqui não é promessa. É investimento que sa,https://www.instagram.com/reel/DXPmqjdkRsv/
18456018196075876,2025-04-19,REELS,Institucional,,167,16,183,"TENSÃO ENTRE GIGANTES 🇨🇳🇺🇸 China x EUA… e no meio disso tudo, o Br",https://www.instagram.com/reel/DIpA9Kap7c7/
17923176591006150,2025-01-22,REELS,Obras/Entregas,,167,16,183,E O SUL DE SANTA CATARINA? 🧐 Precisamos de investimentos em contençõe,https://www.instagram.com/reel/DFJKJr-yElg/
18260594938180714,2023-03-30,REELS,Institucional,sim,174,8,182,"Como diz meu sogro Brunel, NOSSO CAPIVARI está de parabéns pelos 31 an",https://www.instagram.com/reel/CqbXlV1jKDy/
18053715775887327,2025-02-01,FEED,Institucional,sim,177,4,181,Parabéns amigo @juliogarciasc que seu novo biênio como presidente da A,https://www.instagram.com/p/DFi19ESS6ND/
18060190183903932,2025-01-04,REELS,Institucional,,172,9,181,Isso é o que desejo a você em 2025! 👏 Alguém que te apoie e ajude a c,https://www.instagram.com/reel/DEZzUZaR98X/
17868448596238091,2024-11-16,REELS,Obras/Entregas,,166,15,181,Amor aos animais exige responsabilidade! 🐾❤️ Com uma emenda de R$ 150,https://www.instagram.com/reel/DCcl5pXSh3j/
17912213246839639,2023-11-21,REELS,Institucional,sim,160,21,181,COMENDA DO LEGISLATIVO🏅 Parabéns ao Arilton Barreiros de Souza! 🎉 Co,https://www.instagram.com/reel/Cz4yTFAOvKV/
17963743421640971,2023-10-20,FEED,Institucional,,175,6,181,➡️AS ANDANÇAS COMEÇARAM! É muito bom começar nossas visitas regionais ,https://www.instagram.com/p/CynylxbO1aO/
18013958872642735,2023-06-26,FEED,Institucional,,165,15,180,Qual desses você não sabia? 😅 🍍A roça de abacaxi foi o que mais surp,https://www.instagram.com/p/Ct9vfzXOZeH/
17992633802447037,2023-12-22,REELS,Institucional,,148,31,179,BALANÇO DO ANO! ✅ Primeiro ano de mandato de muito aprendizado e traba,https://www.instagram.com/reel/C1KLn8ZOj-J/
17982580960924935,2023-04-24,REELS,Institucional,,168,11,179,✈️ Estive em Jaguaruna hoje para me colocar à disposição e buscar as m,https://www.instagram.com/reel/CrbpKwvLGaV/
18039129281428278,2025-09-06,FEED,Institucional,,123,55,178,Deixe sua opinião nos comentários! 👀,https://www.instagram.com/p/DORag_fgBkt/
18044912045492981,2024-11-14,REELS,Institucional,,158,18,176,"Que trabalho lindo! 🧩 Dedicação, união e perseverança pela causa auti",https://www.instagram.com/reel/DCXRElYysgo/
17912917602140877,2025-06-29,FEED,Institucional,,146,29,175,🗞️Confere as notícias da semana! ➡️,https://www.instagram.com/p/DLfiKpxO5i2/
18074181136912513,2025-06-04,REELS,Institucional,sim,166,9,175,"Parabéns pelos 130 anos, Colégio São José! 🎉 Tive a honra de estudar ",https://www.instagram.com/reel/DKfKnJ1ObYy/
17996450351605700,2024-03-16,REELS,Saude,,147,28,175,NOVIDADES PARA HOSPITAL DE LAGUNA! 🏥 Orgulhosos de anunciar as melhor,https://www.instagram.com/reel/C4lNs85O2fh/
17970682007328315,2023-03-20,REELS,Institucional,,164,11,175,Vem me conhecer um pouquinho melhor! 🙌🚀 #politico #santacatarina #de,https://www.instagram.com/reel/CqBlsWPj7Dj/
18044851532787271,2026-06-21,FEED,Institucional,,149,25,174,FOI LINDO! ✨🚀 Mais de 400 lideranças de todas as regiões de Santa Cat,https://www.instagram.com/p/DZ2lzp1ADtR/
18318467422300041,2025-07-10,FEED,Institucional,sim,169,5,174,"👏Parabéns Sr. Lindomar Cardoso Tournier, exemplo de vitalidade, talen",https://www.instagram.com/p/DL8GKwdpdqJ/
